CellID	PositionX	PositionY	ECMValue	VEGFValue	Avg_Position	Displacement	AnastomosisCount
0	N/A	N/A	N/A	N/A	N/A	16.55	0
0	14	25	1.6000	0.8591	N/A	N/A	N/A
0	13	26	1.5000	0.9492	N/A	N/A	N/A
0	12	27	1.4000	0.7208	N/A	N/A	N/A
0	11	28	1.3000	0.8506	N/A	N/A	N/A
0	10	28	1.2000	0.1988	10,28	N/A	N/A
0	9	28	1.1000	0.8527	N/A	N/A	N/A
0	8	29	1.0000	0.8293	N/A	N/A	N/A
0	7	30	0.9000	0.9006	N/A	N/A	N/A
0	6	30	0.8000	0.8435	6,30	N/A	N/A
0	5	30	0.7000	0.9559	N/A	N/A	N/A
0	4	30	0.6000	0.9684	N/A	N/A	N/A
0	3	31	0.5000	0.9397	N/A	N/A	N/A
0	2	31	0.4000	0.0960	2,31	N/A	N/A
0	1	32	0.3000	0.4618	1,32	N/A	N/A
0	0	32	0.2000	0.4135	0,32	N/A	N/A
1	N/A	N/A	N/A	N/A	N/A	3.61	1
1	34	26	3.6000	0.9357	N/A	N/A	N/A
1	33	27	3.5000	0.9487	N/A	N/A	N/A
1	32	27	3.4000	0.4694	32,27	N/A	N/A
2	N/A	N/A	N/A	N/A	N/A	25.08	0
2	24	15	2.6000	0.6269	24,15	N/A	N/A
2	23	14	2.5000	0.2251	23,14	N/A	N/A
2	22	13	2.4000	0.4407	22,13	N/A	N/A
2	21	12	2.3000	0.9208	N/A	N/A	N/A
2	20	11	2.2000	0.8253	N/A	N/A	N/A
2	19	10	2.1000	0.9506	N/A	N/A	N/A
2	18	10	2.0000	0.9761	N/A	N/A	N/A
2	17	10	1.9000	0.6598	17,10	N/A	N/A
2	16	9	1.8000	0.9313	N/A	N/A	N/A
2	15	9	1.7000	0.5572	15,9	N/A	N/A
2	14	10	1.6000	0.7878	N/A	N/A	N/A
2	13	11	1.5000	0.8877	N/A	N/A	N/A
2	12	11	1.4000	0.6558	12,11	N/A	N/A
2	11	11	1.3000	0.7815	N/A	N/A	N/A
2	10	11	1.2000	0.2412	10,11	N/A	N/A
2	9	10	1.1000	0.7358	N/A	N/A	N/A
2	8	11	1.0000	0.3256	N/A	N/A	N/A
2	7	11	0.9000	0.9648	N/A	N/A	N/A
2	6	12	0.8000	0.2105	6,12	N/A	N/A
2	5	13	0.7000	0.4036	5,13	N/A	N/A
2	4	13	0.6000	0.1123	4,13	N/A	N/A
2	3	12	0.5000	0.9734	N/A	N/A	N/A
2	2	12	0.4000	0.8646	N/A	N/A	N/A
2	1	13	0.3000	0.9340	N/A	N/A	N/A
2	0	13	0.2000	0.5578	0,13	N/A	N/A
3	N/A	N/A	N/A	N/A	N/A	18.44	1
3	24	34	2.6000	0.8503	N/A	N/A	N/A
3	23	35	2.5000	0.9725	N/A	N/A	N/A
3	22	36	2.4000	0.9848	N/A	N/A	N/A
3	22	36	2.4000	0.9848	22,36	N/A	N/A
3	22	35	2.4000	0.5316	22,35	N/A	N/A
3	22	34	2.4000	0.0915	22,34	N/A	N/A
3	21	33	2.3000	0.8372	N/A	N/A	N/A
3	20	34	2.2000	0.9490	N/A	N/A	N/A
3	19	33	2.1000	0.9792	N/A	N/A	N/A
3	18	34	2.0000	0.0782	18,34	N/A	N/A
3	17	34	1.9000	0.7149	17,34	N/A	N/A
3	16	33	1.8000	0.9023	N/A	N/A	N/A
3	15	32	1.7000	0.9531	N/A	N/A	N/A
3	14	32	1.6000	0.9219	N/A	N/A	N/A
3	13	32	1.5000	0.7061	13,32	N/A	N/A
3	12	33	1.4000	0.7737	N/A	N/A	N/A
3	11	33	1.3000	0.4289	11,33	N/A	N/A
3	10	34	1.2000	0.9824	N/A	N/A	N/A
3	9	35	1.1000	0.7189	N/A	N/A	N/A
3	9	35	1.1000	0.7189	9,35	N/A	N/A
3	9	35	1.1000	0.7189	9,35	N/A	N/A
3	9	35	1.1000	0.7189	9,35	N/A	N/A
3	9	34	1.1000	0.0857	9,34	N/A	N/A
3	9	34	1.1000	0.0857	9,34	N/A	N/A
3	9	33	1.1000	0.7146	9,33	N/A	N/A
3	8	32	1.0000	0.9271	N/A	N/A	N/A
3	7	31	0.9000	0.9897	N/A	N/A	N/A
4	N/A	N/A	N/A	N/A	N/A	20.10	0
4	20	21	2.2000	0.6564	20,21	N/A	N/A
4	20	21	2.2000	0.6564	20,21	N/A	N/A
4	20	20	2.2000	0.9243	20,20	N/A	N/A
