VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount	VesselState
1	N/A	N/A	N/A	9.0000	0	Active
1	15	25	0.4604	9.0000	0	Active
1	14	24	0.8569	9.0000	0	Active
1	14	24	0.8569	9.0000	0	Active
1	14	23	0.6952	9.0000	0	Active
1	14	23	0.6952	9.0000	0	Active
1	15	23	0.5212	9.0000	0	Active
1	15	23	0.5212	9.0000	0	Active
1	15	22	0.2965	9.0000	0	Active
1	15	22	0.2965	9.0000	0	Active
1	14	21	0.4436	9.0000	0	Active
1	14	21	0.4436	9.0000	0	Active
1	13	20	0.5759	9.0000	0	Active
1	13	20	0.5759	9.0000	0	Active
1	13	19	0.6121	9.0000	0	Active
1	13	19	0.6121	9.0000	0	Active
1	13	18	0.6426	9.0000	0	Active
1	13	18	0.6426	9.0000	0	Active
1	14	17	0.4147	9.0000	0	Active
1	14	17	0.4147	9.0000	0	Active
1	15	16	0.4692	9.0000	0	Active
2	N/A	N/A	N/A	3.6056	2	Mature
2	35	25	0.9964	3.6056	2	Mature
2	35	26	0.9154	3.6056	2	Mature
2	35	26	0.9154	3.6056	2	Mature
2	34	27	0.6646	3.6056	2	Mature
2	34	27	0.6646	3.6056	2	Mature
2	33	28	0.8358	3.6056	2	Mature
3	N/A	N/A	N/A	7.0711	0	Active
3	25	15	0.7231	7.0711	0	Active
3	26	14	0.8977	7.0711	0	Active
3	26	14	0.8977	7.0711	0	Active
3	27	13	0.6758	7.0711	0	Active
3	27	13	0.6758	7.0711	0	Active
3	28	14	0.6043	7.0711	0	Active
3	28	14	0.6043	7.0711	0	Active
3	29	15	0.8141	7.0711	0	Active
3	29	15	0.8141	7.0711	0	Active
3	30	14	0.4963	7.0711	0	Active
3	30	14	0.4963	7.0711	0	Active
3	30	15	0.2610	7.0711	0	Active
3	30	15	0.2610	7.0711	0	Active
3	31	16	0.5310	7.0711	0	Active
3	31	16	0.5310	7.0711	0	Active
3	31	17	0.6459	7.0711	0	Active
3	31	17	0.6459	7.0711	0	Active
3	32	17	0.6098	7.0711	0	Active
3	32	17	0.6098	7.0711	0	Active
3	32	16	0.3090	7.0711	0	Active
4	N/A	N/A	N/A	4.2426	0	Active
4	25	35	0.4123	4.2426	0	Active
4	24	36	0.7795	4.2426	0	Active
4	24	36	0.7795	4.2426	0	Active
4	23	35	0.8057	4.2426	0	Active
4	23	35	0.8057	4.2426	0	Active
4	22	34	0.8144	4.2426	0	Active
4	22	34	0.8144	4.2426	0	Active
4	22	35	0.7525	4.2426	0	Active
4	22	35	0.7525	4.2426	0	Active
4	23	36	0.2143	4.2426	0	Active
4	23	36	0.2143	4.2426	0	Active
4	23	37	0.6014	4.2426	0	Active
4	23	37	0.6014	4.2426	0	Active
4	24	38	0.5080	4.2426	0	Active
4	24	38	0.5080	4.2426	0	Active
4	24	39	0.6510	4.2426	0	Active
4	24	39	0.6510	4.2426	0	Active
4	23	39	0.5077	4.2426	0	Active
4	23	39	0.5077	4.2426	0	Active
4	22	38	0.2949	4.2426	0	Active
5	N/A	N/A	N/A	4.1231	0	Active
5	20	20	0.7901	4.1231	0	Active
5	20	21	0.9298	4.1231	0	Active
5	20	21	0.9298	4.1231	0	Active
5	19	21	0.5958	4.1231	0	Active
5	19	21	0.5958	4.1231	0	Active
5	19	20	0.8309	4.1231	0	Active
5	19	20	0.8309	4.1231	0	Active
5	19	19	0.5817	4.1231	0	Active
5	19	19	0.5817	4.1231	0	Active
5	20	18	0.4525	4.1231	0	Active
5	20	18	0.4525	4.1231	0	Active
5	21	19	0.3701	4.1231	0	Active
5	21	19	0.3701	4.1231	0	Active
5	22	20	0.2255	4.1231	0	Active
5	22	20	0.2255	4.1231	0	Active
5	23	21	0.6370	4.1231	0	Active
5	23	21	0.6370	4.1231	0	Active
5	23	20	0.4153	4.1231	0	Active
5	23	20	0.4153	4.1231	0	Active
5	24	19	0.2700	4.1231	0	Active
6	N/A	N/A	N/A	3.1623	2	Mature
6	30	30	0.2598	3.1623	2	Mature
6	31	29	0.9013	3.1623	2	Mature
6	31	29	0.9013	3.1623	2	Mature
6	32	29	0.8659	3.1623	2	Mature
6	32	29	0.8659	3.1623	2	Mature
6	32	30	0.6190	3.1623	2	Mature
6	32	30	0.6190	3.1623	2	Mature
6	32	31	0.7452	3.1623	2	Mature
6	32	31	0.7452	3.1623	2	Mature
6	33	31	0.5793	3.1623	2	Mature
6	33	31	0.5793	3.1623	2	Mature
6	33	30	0.6562	3.1623	2	Mature
6	33	30	0.6562	3.1623	2	Mature
6	33	29	0.6842	3.1623	2	Mature
