CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	17.00	0
0	14	24	0.5000	N/A	N/A
0	13	23	0.5000	N/A	N/A
0	12	23	0.5000	N/A	N/A
0	11	24	0.5000	N/A	N/A
0	10	24	0.5000	N/A	N/A
0	9	23	0.5000	N/A	N/A
0	9	24	0.5000	N/A	N/A
0	10	24	0.5000	N/A	N/A
0	9	23	0.5000	N/A	N/A
0	9	22	0.5000	N/A	N/A
0	8	22	0.5000	N/A	N/A
0	8	23	0.5000	N/A	N/A
0	9	24	0.5000	N/A	N/A
0	10	25	0.5000	N/A	N/A
0	10	26	0.5000	N/A	N/A
0	9	27	0.5000	N/A	N/A
0	8	27	0.5000	N/A	N/A
0	8	28	0.5000	N/A	N/A
0	9	28	0.5000	N/A	N/A
0	8	28	0.5000	N/A	N/A
0	7	27	0.5000	N/A	N/A
0	6	27	0.5000	N/A	N/A
0	5	27	0.5000	N/A	N/A
0	4	27	0.5000	N/A	N/A
0	3	26	0.5000	N/A	N/A
0	3	25	0.5000	N/A	N/A
0	4	24	0.5000	N/A	N/A
0	5	24	0.5000	N/A	N/A
0	5	25	0.5000	N/A	N/A
0	6	26	0.5000	N/A	N/A
0	7	27	0.5000	N/A	N/A
0	8	28	0.5000	N/A	N/A
0	9	27	0.5000	N/A	N/A
0	9	28	0.5000	N/A	N/A
0	8	29	0.5000	N/A	N/A
0	9	30	0.5000	N/A	N/A
0	10	30	0.5000	N/A	N/A
0	9	31	0.5000	N/A	N/A
0	9	32	0.5000	N/A	N/A
0	9	33	0.5000	N/A	N/A
0	10	33	0.5000	N/A	N/A
0	10	34	0.5000	N/A	N/A
0	10	35	0.5000	N/A	N/A
0	9	36	0.5000	N/A	N/A
0	8	35	0.5000	N/A	N/A
0	7	34	0.5000	N/A	N/A
0	7	35	0.5000	N/A	N/A
0	6	36	0.5000	N/A	N/A
0	6	37	0.5000	N/A	N/A
0	7	37	0.5000	N/A	N/A
0	7	36	0.5000	N/A	N/A
0	6	35	0.5000	N/A	N/A
0	5	35	0.5000	N/A	N/A
0	5	36	0.5000	N/A	N/A
0	6	36	0.5000	N/A	N/A
0	5	36	0.5000	N/A	N/A
0	4	35	0.5000	N/A	N/A
0	4	34	0.5000	N/A	N/A
0	5	33	0.5000	N/A	N/A
0	6	32	0.5000	N/A	N/A
0	7	32	0.5000	N/A	N/A
0	7	33	0.5000	N/A	N/A
0	7	34	0.5000	N/A	N/A
0	6	35	0.5000	N/A	N/A
0	6	36	0.5000	N/A	N/A
0	7	36	0.5000	N/A	N/A
0	6	36	0.5000	N/A	N/A
0	6	35	0.5000	N/A	N/A
0	7	35	0.5000	N/A	N/A
0	6	36	0.5000	N/A	N/A
0	5	35	0.5000	N/A	N/A
0	5	34	0.5000	N/A	N/A
0	4	33	0.5000	N/A	N/A
0	3	32	0.5000	N/A	N/A
