CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	5.00	1
0	15	26	0.5000	N/A	N/A
0	16	27	0.5000	N/A	N/A
0	16	28	0.5000	N/A	N/A
0	15	28	0.5000	N/A	N/A
0	14	29	0.5000	N/A	N/A
0	15	30	0.5000	N/A	N/A
0	16	31	0.5000	N/A	N/A
0	16	30	0.5000	N/A	N/A
0	15	29	0.5000	N/A	N/A
0	14	28	0.5000	N/A	N/A
0	14	27	0.5000	N/A	N/A
0	13	26	0.5000	N/A	N/A
0	12	25	0.5000	N/A	N/A
0	11	24	0.5000	N/A	N/A
0	10	24	0.5000	N/A	N/A
0	10	23	0.5000	N/A	N/A
0	11	22	0.5000	N/A	N/A
0	12	21	0.5000	N/A	N/A
1	N/A	N/A	N/A	7.28	1
1	36	24	0.5000	N/A	N/A
1	37	25	0.5000	N/A	N/A
1	38	26	0.5000	N/A	N/A
1	38	27	0.5000	N/A	N/A
1	37	27	0.5000	N/A	N/A
1	37	26	0.5000	N/A	N/A
1	37	25	0.5000	N/A	N/A
1	38	25	0.5000	N/A	N/A
1	38	24	0.5000	N/A	N/A
1	39	23	0.5000	N/A	N/A
1	40	23	0.5000	N/A	N/A
1	40	22	0.5000	N/A	N/A
1	39	21	0.5000	N/A	N/A
1	38	21	0.5000	N/A	N/A
1	37	20	0.5000	N/A	N/A
1	37	21	0.5000	N/A	N/A
1	37	22	0.5000	N/A	N/A
1	38	22	0.5000	N/A	N/A
1	37	23	0.5000	N/A	N/A
1	36	24	0.5000	N/A	N/A
1	35	24	0.5000	N/A	N/A
1	35	23	0.5000	N/A	N/A
1	36	22	0.5000	N/A	N/A
1	36	23	0.5000	N/A	N/A
1	36	24	0.5000	N/A	N/A
1	35	25	0.5000	N/A	N/A
1	35	26	0.5000	N/A	N/A
1	36	27	0.5000	N/A	N/A
1	37	27	0.5000	N/A	N/A
1	37	26	0.5000	N/A	N/A
1	38	26	0.5000	N/A	N/A
1	37	27	0.5000	N/A	N/A
1	36	26	0.5000	N/A	N/A
1	36	27	0.5000	N/A	N/A
1	36	28	0.5000	N/A	N/A
1	37	29	0.5000	N/A	N/A
1	37	28	0.5000	N/A	N/A
1	36	28	0.5000	N/A	N/A
1	36	29	0.5000	N/A	N/A
1	36	30	0.5000	N/A	N/A
1	35	30	0.5000	N/A	N/A
1	34	29	0.5000	N/A	N/A
1	34	30	0.5000	N/A	N/A
1	34	31	0.5000	N/A	N/A
1	34	32	0.5000	N/A	N/A
1	34	33	0.5000	N/A	N/A
1	35	33	0.5000	N/A	N/A
1	34	32	0.5000	N/A	N/A
1	33	32	0.5000	N/A	N/A
2	N/A	N/A	N/A	8.25	1
2	26	15	0.5000	N/A	N/A
2	25	16	0.5000	N/A	N/A
2	24	16	0.5000	N/A	N/A
2	24	17	0.5000	N/A	N/A
2	24	18	0.5000	N/A	N/A
2	24	19	0.5000	N/A	N/A
2	24	20	0.5000	N/A	N/A
2	25	21	0.5000	N/A	N/A
2	26	22	0.5000	N/A	N/A
2	27	21	0.5000	N/A	N/A
2	27	22	0.5000	N/A	N/A
2	28	23	0.5000	N/A	N/A
2	28	24	0.5000	N/A	N/A
2	27	24	0.5000	N/A	N/A
2	27	23	0.5000	N/A	N/A
2	28	23	0.5000	N/A	N/A
2	27	24	0.5000	N/A	N/A
2	26	24	0.5000	N/A	N/A
2	26	23	0.5000	N/A	N/A
2	25	22	0.5000	N/A	N/A
2	24	21	0.5000	N/A	N/A
2	24	22	0.5000	N/A	N/A
2	23	23	0.5000	N/A	N/A
3	N/A	N/A	N/A	10.63	1
3	26	36	0.5000	N/A	N/A
3	26	37	0.5000	N/A	N/A
3	26	38	0.5000	N/A	N/A
3	27	38	0.5000	N/A	N/A
3	27	37	0.5000	N/A	N/A
3	27	36	0.5000	N/A	N/A
3	26	36	0.5000	N/A	N/A
3	25	37	0.5000	N/A	N/A
3	26	38	0.5000	N/A	N/A
3	27	38	0.5000	N/A	N/A
3	26	37	0.5000	N/A	N/A
3	25	36	0.5000	N/A	N/A
3	24	36	0.5000	N/A	N/A
3	24	35	0.5000	N/A	N/A
3	24	34	0.5000	N/A	N/A
3	23	34	0.5000	N/A	N/A
3	22	33	0.5000	N/A	N/A
3	22	32	0.5000	N/A	N/A
3	21	32	0.5000	N/A	N/A
3	21	31	0.5000	N/A	N/A
3	20	30	0.5000	N/A	N/A
3	19	30	0.5000	N/A	N/A
3	19	29	0.5000	N/A	N/A
3	18	29	0.5000	N/A	N/A
3	17	28	0.5000	N/A	N/A
4	N/A	N/A	N/A	6.71	1
4	20	19	0.5000	N/A	N/A
4	19	18	0.5000	N/A	N/A
4	18	19	0.5000	N/A	N/A
4	19	20	0.5000	N/A	N/A
4	19	21	0.5000	N/A	N/A
4	18	22	0.5000	N/A	N/A
4	19	23	0.5000	N/A	N/A
4	20	24	0.5000	N/A	N/A
4	21	23	0.5000	N/A	N/A
4	22	23	0.5000	N/A	N/A
4	21	24	0.5000	N/A	N/A
4	20	23	0.5000	N/A	N/A
4	19	23	0.5000	N/A	N/A
4	18	23	0.5000	N/A	N/A
4	17	23	0.5000	N/A	N/A
4	16	22	0.5000	N/A	N/A
4	15	22	0.5000	N/A	N/A
4	14	23	0.5000	N/A	N/A
5	N/A	N/A	N/A	5.39	1
5	30	29	0.5000	N/A	N/A
5	29	29	0.5000	N/A	N/A
5	29	30	0.5000	N/A	N/A
5	28	31	0.5000	N/A	N/A
5	29	32	0.5000	N/A	N/A
5	30	33	0.5000	N/A	N/A
5	31	32	0.5000	N/A	N/A
5	32	31	0.5000	N/A	N/A
5	32	30	0.5000	N/A	N/A
5	31	29	0.5000	N/A	N/A
5	30	28	0.5000	N/A	N/A
5	29	29	0.5000	N/A	N/A
5	30	30	0.5000	N/A	N/A
5	30	31	0.5000	N/A	N/A
5	29	32	0.5000	N/A	N/A
5	29	33	0.5000	N/A	N/A
