CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	25.81	0
0	16	25	0.5000	N/A	N/A
0	16	26	0.5000	N/A	N/A
0	15	27	0.5000	N/A	N/A
0	14	26	0.5000	N/A	N/A
0	13	27	0.5000	N/A	N/A
0	14	28	0.5000	N/A	N/A
0	14	27	0.5000	N/A	N/A
0	13	27	0.5000	N/A	N/A
0	13	28	0.5000	N/A	N/A
0	14	29	0.5000	N/A	N/A
0	15	28	0.5000	N/A	N/A
0	16	28	0.5000	N/A	N/A
0	15	29	0.5000	N/A	N/A
0	14	29	0.5000	N/A	N/A
0	13	29	0.5000	N/A	N/A
0	13	28	0.5000	N/A	N/A
0	14	27	0.5000	N/A	N/A
0	15	27	0.5000	N/A	N/A
0	14	28	0.5000	N/A	N/A
0	15	29	0.5000	N/A	N/A
0	16	30	0.5000	N/A	N/A
0	17	31	0.5000	N/A	N/A
0	17	32	0.5000	N/A	N/A
0	18	32	0.5000	N/A	N/A
0	18	33	0.5000	N/A	N/A
0	17	34	0.5000	N/A	N/A
0	16	35	0.5000	N/A	N/A
0	15	36	0.5000	N/A	N/A
0	15	37	0.5000	N/A	N/A
0	14	37	0.5000	N/A	N/A
0	13	37	0.5000	N/A	N/A
0	12	38	0.5000	N/A	N/A
0	11	39	0.5000	N/A	N/A
0	11	40	0.5000	N/A	N/A
0	11	41	0.5000	N/A	N/A
0	11	42	0.5000	N/A	N/A
0	10	42	0.5000	N/A	N/A
0	9	41	0.5000	N/A	N/A
0	9	40	0.5000	N/A	N/A
0	8	40	0.5000	N/A	N/A
0	8	41	0.5000	N/A	N/A
0	7	42	0.5000	N/A	N/A
0	7	43	0.5000	N/A	N/A
0	6	44	0.5000	N/A	N/A
0	5	45	0.5000	N/A	N/A
0	4	46	0.5000	N/A	N/A
0	3	47	0.5000	N/A	N/A
0	2	46	0.5000	N/A	N/A
0	1	46	0.5000	N/A	N/A
0	0	46	0.5000	N/A	N/A
1	N/A	N/A	N/A	5.39	1
1	36	25	0.5000	N/A	N/A
1	36	26	0.5000	N/A	N/A
1	37	26	0.5000	N/A	N/A
1	36	27	0.5000	N/A	N/A
1	35	27	0.5000	N/A	N/A
1	34	28	0.5000	N/A	N/A
1	34	29	0.5000	N/A	N/A
1	33	30	0.5000	N/A	N/A
2	N/A	N/A	N/A	15.03	1
2	26	14	0.5000	N/A	N/A
2	27	15	0.5000	N/A	N/A
2	28	16	0.5000	N/A	N/A
2	28	17	0.5000	N/A	N/A
2	27	18	0.5000	N/A	N/A
2	28	19	0.5000	N/A	N/A
2	29	19	0.5000	N/A	N/A
2	28	20	0.5000	N/A	N/A
2	28	21	0.5000	N/A	N/A
2	27	22	0.5000	N/A	N/A
2	28	23	0.5000	N/A	N/A
2	29	23	0.5000	N/A	N/A
2	28	24	0.5000	N/A	N/A
2	27	24	0.5000	N/A	N/A
2	26	25	0.5000	N/A	N/A
2	26	26	0.5000	N/A	N/A
2	26	27	0.5000	N/A	N/A
2	27	27	0.5000	N/A	N/A
2	27	26	0.5000	N/A	N/A
2	27	25	0.5000	N/A	N/A
2	28	25	0.5000	N/A	N/A
2	28	26	0.5000	N/A	N/A
2	27	26	0.5000	N/A	N/A
2	27	25	0.5000	N/A	N/A
2	27	24	0.5000	N/A	N/A
2	28	24	0.5000	N/A	N/A
2	27	24	0.5000	N/A	N/A
2	26	25	0.5000	N/A	N/A
2	25	24	0.5000	N/A	N/A
2	24	25	0.5000	N/A	N/A
2	24	26	0.5000	N/A	N/A
2	24	27	0.5000	N/A	N/A
2	25	27	0.5000	N/A	N/A
2	24	27	0.5000	N/A	N/A
2	24	28	0.5000	N/A	N/A
2	25	28	0.5000	N/A	N/A
2	24	29	0.5000	N/A	N/A
2	25	30	0.5000	N/A	N/A
2	26	30	0.5000	N/A	N/A
3	N/A	N/A	N/A	19.24	1
3	24	36	0.5000	N/A	N/A
3	25	37	0.5000	N/A	N/A
3	25	36	0.5000	N/A	N/A
3	26	36	0.5000	N/A	N/A
3	25	35	0.5000	N/A	N/A
3	25	36	0.5000	N/A	N/A
3	25	37	0.5000	N/A	N/A
3	24	38	0.5000	N/A	N/A
3	24	39	0.5000	N/A	N/A
3	25	40	0.5000	N/A	N/A
3	25	41	0.5000	N/A	N/A
3	24	42	0.5000	N/A	N/A
3	24	43	0.5000	N/A	N/A
3	23	44	0.5000	N/A	N/A
3	22	43	0.5000	N/A	N/A
3	22	44	0.5000	N/A	N/A
3	21	44	0.5000	N/A	N/A
3	21	45	0.5000	N/A	N/A
3	20	46	0.5000	N/A	N/A
3	19	46	0.5000	N/A	N/A
3	18	47	0.5000	N/A	N/A
3	17	47	0.5000	N/A	N/A
3	16	46	0.5000	N/A	N/A
3	16	47	0.5000	N/A	N/A
3	17	48	0.5000	N/A	N/A
3	18	48	0.5000	N/A	N/A
3	17	47	0.5000	N/A	N/A
3	16	46	0.5000	N/A	N/A
3	16	45	0.5000	N/A	N/A
3	17	45	0.5000	N/A	N/A
3	16	45	0.5000	N/A	N/A
3	15	45	0.5000	N/A	N/A
3	15	44	0.5000	N/A	N/A
3	16	44	0.5000	N/A	N/A
3	15	43	0.5000	N/A	N/A
3	14	43	0.5000	N/A	N/A
3	14	44	0.5000	N/A	N/A
3	15	45	0.5000	N/A	N/A
3	15	46	0.5000	N/A	N/A
3	14	47	0.5000	N/A	N/A
3	13	47	0.5000	N/A	N/A
3	12	46	0.5000	N/A	N/A
3	11	46	0.5000	N/A	N/A
3	10	47	0.5000	N/A	N/A
3	9	47	0.5000	N/A	N/A
3	9	46	0.5000	N/A	N/A
3	10	46	0.5000	N/A	N/A
3	10	47	0.5000	N/A	N/A
3	9	47	0.5000	N/A	N/A
3	9	46	0.5000	N/A	N/A
3	8	45	0.5000	N/A	N/A
3	8	44	0.5000	N/A	N/A
4	N/A	N/A	N/A	20.02	0
4	19	20	0.5000	N/A	N/A
4	18	19	0.5000	N/A	N/A
4	18	20	0.5000	N/A	N/A
4	19	20	0.5000	N/A	N/A
4	19	21	0.5000	N/A	N/A
4	20	21	0.5000	N/A	N/A
4	19	22	0.5000	N/A	N/A
4	18	21	0.5000	N/A	N/A
4	18	20	0.5000	N/A	N/A
4	17	19	0.5000	N/A	N/A
4	16	18	0.5000	N/A	N/A
4	15	17	0.5000	N/A	N/A
4	15	16	0.5000	N/A	N/A
4	15	15	0.5000	N/A	N/A
4	15	14	0.5000	N/A	N/A
4	14	14	0.5000	N/A	N/A
4	14	13	0.5000	N/A	N/A
4	13	13	0.5000	N/A	N/A
4	12	13	0.5000	N/A	N/A
4	11	14	0.5000	N/A	N/A
4	10	13	0.5000	N/A	N/A
4	9	14	0.5000	N/A	N/A
4	10	15	0.5000	N/A	N/A
4	10	16	0.5000	N/A	N/A
4	9	17	0.5000	N/A	N/A
4	8	16	0.5000	N/A	N/A
4	7	17	0.5000	N/A	N/A
4	6	16	0.5000	N/A	N/A
4	5	15	0.5000	N/A	N/A
4	4	16	0.5000	N/A	N/A
4	3	16	0.5000	N/A	N/A
4	3	17	0.5000	N/A	N/A
4	4	17	0.5000	N/A	N/A
4	4	18	0.5000	N/A	N/A
4	4	19	0.5000	N/A	N/A
4	3	20	0.5000	N/A	N/A
4	2	19	0.5000	N/A	N/A
4	1	20	0.5000	N/A	N/A
4	0	19	0.5000	N/A	N/A
5	N/A	N/A	N/A	2.24	1
5	31	30	0.5000	N/A	N/A
5	31	29	0.5000	N/A	N/A
5	32	29	0.5000	N/A	N/A
5	31	28	0.5000	N/A	N/A
5	30	29	0.5000	N/A	N/A
5	31	30	0.5000	N/A	N/A
5	31	31	0.5000	N/A	N/A
5	30	32	0.5000	N/A	N/A
5	31	33	0.5000	N/A	N/A
5	32	32	0.5000	N/A	N/A
5	33	32	0.5000	N/A	N/A
5	33	31	0.5000	N/A	N/A
5	33	30	0.5000	N/A	N/A
5	33	28	0.5000	N/A	N/A
5	34	28	0.5000	N/A	N/A
5	34	27	0.5000	N/A	N/A
5	35	27	0.5000	N/A	N/A
5	35	28	0.5000	N/A	N/A
5	34	28	0.5000	N/A	N/A
5	33	29	0.5000	N/A	N/A
5	33	30	0.5000	N/A	N/A
5	33	31	0.5000	N/A	N/A
5	34	31	0.5000	N/A	N/A
5	33	30	0.5000	N/A	N/A
5	33	29	0.5000	N/A	N/A
5	33	28	0.5000	N/A	N/A
5	33	27	0.5000	N/A	N/A
5	32	27	0.5000	N/A	N/A
5	32	28	0.5000	N/A	N/A
5	33	29	0.5000	N/A	N/A
5	33	30	0.5000	N/A	N/A
5	32	31	0.5000	N/A	N/A
5	31	30	0.5000	N/A	N/A
5	30	30	0.5000	N/A	N/A
5	30	29	0.5000	N/A	N/A
5	31	29	0.5000	N/A	N/A
5	30	29	0.5000	N/A	N/A
5	29	30	0.5000	N/A	N/A
5	28	29	0.5000	N/A	N/A
