CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	19.85	0
0	14	26	0.5000	N/A	N/A
0	15	27	0.5000	N/A	N/A
0	16	27	0.5000	N/A	N/A
0	16	26	0.5000	N/A	N/A
0	15	25	0.5000	N/A	N/A
0	15	26	0.5000	N/A	N/A
0	16	27	0.5000	N/A	N/A
0	16	26	0.5000	N/A	N/A
0	16	25	0.5000	N/A	N/A
0	15	25	0.5000	N/A	N/A
0	14	24	0.5000	N/A	N/A
0	13	23	0.5000	N/A	N/A
0	12	22	0.5000	N/A	N/A
0	12	23	0.5000	N/A	N/A
0	11	24	0.5000	N/A	N/A
0	11	25	0.5000	N/A	N/A
0	12	25	0.5000	N/A	N/A
0	12	26	0.5000	N/A	N/A
0	11	26	0.5000	N/A	N/A
0	11	27	0.5000	N/A	N/A
0	10	28	0.5000	N/A	N/A
0	10	29	0.5000	N/A	N/A
0	9	30	0.5000	N/A	N/A
0	9	31	0.5000	N/A	N/A
0	10	31	0.5000	N/A	N/A
0	10	32	0.5000	N/A	N/A
0	9	32	0.5000	N/A	N/A
0	9	31	0.5000	N/A	N/A
0	8	31	0.5000	N/A	N/A
0	8	30	0.5000	N/A	N/A
0	9	30	0.5000	N/A	N/A
0	8	30	0.5000	N/A	N/A
0	7	31	0.5000	N/A	N/A
0	8	32	0.5000	N/A	N/A
0	9	31	0.5000	N/A	N/A
0	9	30	0.5000	N/A	N/A
0	10	30	0.5000	N/A	N/A
0	9	31	0.5000	N/A	N/A
0	8	32	0.5000	N/A	N/A
0	7	33	0.5000	N/A	N/A
0	8	34	0.5000	N/A	N/A
0	8	35	0.5000	N/A	N/A
0	8	36	0.5000	N/A	N/A
0	8	37	0.5000	N/A	N/A
0	7	37	0.5000	N/A	N/A
0	7	36	0.5000	N/A	N/A
0	6	35	0.5000	N/A	N/A
0	5	35	0.5000	N/A	N/A
0	4	35	0.5000	N/A	N/A
0	3	36	0.5000	N/A	N/A
0	2	37	0.5000	N/A	N/A
0	1	38	0.5000	N/A	N/A
0	0	38	0.5000	N/A	N/A
1	N/A	N/A	N/A	3.00	1
1	35	26	0.5000	N/A	N/A
1	36	26	0.5000	N/A	N/A
1	35	27	0.5000	N/A	N/A
1	35	28	0.5000	N/A	N/A
2	N/A	N/A	N/A	5.00	1
2	26	14	0.5000	N/A	N/A
2	26	15	0.5000	N/A	N/A
2	27	15	0.5000	N/A	N/A
2	27	16	0.5000	N/A	N/A
2	26	17	0.5000	N/A	N/A
2	27	18	0.5000	N/A	N/A
2	28	19	0.5000	N/A	N/A
2	29	18	0.5000	N/A	N/A
2	29	17	0.5000	N/A	N/A
2	30	16	0.5000	N/A	N/A
2	30	15	0.5000	N/A	N/A
2	29	15	0.5000	N/A	N/A
2	28	15	0.5000	N/A	N/A
2	28	14	0.5000	N/A	N/A
2	29	14	0.5000	N/A	N/A
2	28	14	0.5000	N/A	N/A
2	28	15	0.5000	N/A	N/A
2	28	16	0.5000	N/A	N/A
2	29	17	0.5000	N/A	N/A
2	30	16	0.5000	N/A	N/A
2	30	15	0.5000	N/A	N/A
2	31	15	0.5000	N/A	N/A
2	30	15	0.5000	N/A	N/A
2	30	16	0.5000	N/A	N/A
2	30	17	0.5000	N/A	N/A
2	29	17	0.5000	N/A	N/A
2	28	18	0.5000	N/A	N/A
2	28	19	0.5000	N/A	N/A
2	27	19	0.5000	N/A	N/A
2	27	18	0.5000	N/A	N/A
2	28	18	0.5000	N/A	N/A
2	28	17	0.5000	N/A	N/A
2	27	17	0.5000	N/A	N/A
2	26	18	0.5000	N/A	N/A
2	25	19	0.5000	N/A	N/A
2	25	20	0.5000	N/A	N/A
2	26	20	0.5000	N/A	N/A
2	25	20	0.5000	N/A	N/A
2	24	20	0.5000	N/A	N/A
2	23	20	0.5000	N/A	N/A
2	22	19	0.5000	N/A	N/A
3	N/A	N/A	N/A	17.26	1
3	26	34	0.5000	N/A	N/A
3	26	33	0.5000	N/A	N/A
3	25	33	0.5000	N/A	N/A
3	24	34	0.5000	N/A	N/A
3	23	33	0.5000	N/A	N/A
3	22	33	0.5000	N/A	N/A
3	21	33	0.5000	N/A	N/A
3	20	32	0.5000	N/A	N/A
3	20	33	0.5000	N/A	N/A
3	20	34	0.5000	N/A	N/A
3	20	35	0.5000	N/A	N/A
3	19	35	0.5000	N/A	N/A
3	18	36	0.5000	N/A	N/A
3	19	37	0.5000	N/A	N/A
3	19	38	0.5000	N/A	N/A
3	18	39	0.5000	N/A	N/A
3	17	38	0.5000	N/A	N/A
3	16	37	0.5000	N/A	N/A
3	15	38	0.5000	N/A	N/A
3	16	39	0.5000	N/A	N/A
3	16	40	0.5000	N/A	N/A
3	17	41	0.5000	N/A	N/A
3	18	42	0.5000	N/A	N/A
3	19	42	0.5000	N/A	N/A
3	19	43	0.5000	N/A	N/A
3	19	44	0.5000	N/A	N/A
3	18	45	0.5000	N/A	N/A
3	17	46	0.5000	N/A	N/A
3	16	45	0.5000	N/A	N/A
3	15	46	0.5000	N/A	N/A
3	14	45	0.5000	N/A	N/A
3	13	45	0.5000	N/A	N/A
3	12	46	0.5000	N/A	N/A
3	11	45	0.5000	N/A	N/A
3	11	46	0.5000	N/A	N/A
3	10	46	0.5000	N/A	N/A
3	9	46	0.5000	N/A	N/A
3	8	46	0.5000	N/A	N/A
3	8	47	0.5000	N/A	N/A
3	9	47	0.5000	N/A	N/A
3	8	47	0.5000	N/A	N/A
3	8	46	0.5000	N/A	N/A
3	9	46	0.5000	N/A	N/A
3	9	45	0.5000	N/A	N/A
3	10	45	0.5000	N/A	N/A
3	10	44	0.5000	N/A	N/A
3	9	43	0.5000	N/A	N/A
3	9	42	0.5000	N/A	N/A
3	8	41	0.5000	N/A	N/A
3	8	42	0.5000	N/A	N/A
3	9	42	0.5000	N/A	N/A
3	9	41	0.5000	N/A	N/A
3	9	40	0.5000	N/A	N/A
3	10	40	0.5000	N/A	N/A
3	9	41	0.5000	N/A	N/A
3	8	40	0.5000	N/A	N/A
3	8	39	0.5000	N/A	N/A
3	8	38	0.5000	N/A	N/A
4	N/A	N/A	N/A	7.07	1
4	20	21	0.5000	N/A	N/A
4	21	22	0.5000	N/A	N/A
4	21	21	0.5000	N/A	N/A
4	21	20	0.5000	N/A	N/A
4	20	19	0.5000	N/A	N/A
4	19	18	0.5000	N/A	N/A
4	19	17	0.5000	N/A	N/A
4	20	17	0.5000	N/A	N/A
4	20	18	0.5000	N/A	N/A
4	21	19	0.5000	N/A	N/A
4	21	20	0.5000	N/A	N/A
4	20	20	0.5000	N/A	N/A
4	19	20	0.5000	N/A	N/A
4	18	21	0.5000	N/A	N/A
4	17	21	0.5000	N/A	N/A
4	17	20	0.5000	N/A	N/A
4	16	20	0.5000	N/A	N/A
4	15	20	0.5000	N/A	N/A
4	14	19	0.5000	N/A	N/A
4	14	20	0.5000	N/A	N/A
4	13	20	0.5000	N/A	N/A
4	13	21	0.5000	N/A	N/A
5	N/A	N/A	N/A	3.16	1
5	31	29	0.5000	N/A	N/A
5	32	30	0.5000	N/A	N/A
5	33	30	0.5000	N/A	N/A
5	33	29	0.5000	N/A	N/A
