CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	15.52	0
0	16	25	0.5000	N/A	N/A
0	15	25	0.5000	N/A	N/A
0	15	26	0.5000	N/A	N/A
0	16	26	0.5000	N/A	N/A
0	15	25	0.5000	N/A	N/A
0	14	26	0.5000	N/A	N/A
0	15	27	0.5000	N/A	N/A
0	15	26	0.5000	N/A	N/A
0	15	25	0.5000	N/A	N/A
0	14	24	0.5000	N/A	N/A
0	14	23	0.5000	N/A	N/A
0	15	23	0.5000	N/A	N/A
0	14	23	0.5000	N/A	N/A
0	13	24	0.5000	N/A	N/A
0	14	25	0.5000	N/A	N/A
0	14	26	0.5000	N/A	N/A
0	14	27	0.5000	N/A	N/A
0	14	28	0.5000	N/A	N/A
0	13	29	0.5000	N/A	N/A
0	12	29	0.5000	N/A	N/A
0	12	28	0.5000	N/A	N/A
0	11	28	0.5000	N/A	N/A
0	10	28	0.5000	N/A	N/A
0	10	27	0.5000	N/A	N/A
0	11	27	0.5000	N/A	N/A
0	10	28	0.5000	N/A	N/A
0	11	29	0.5000	N/A	N/A
0	12	29	0.5000	N/A	N/A
0	11	28	0.5000	N/A	N/A
0	10	28	0.5000	N/A	N/A
0	9	27	0.5000	N/A	N/A
0	9	26	0.5000	N/A	N/A
0	9	25	0.5000	N/A	N/A
0	10	24	0.5000	N/A	N/A
0	10	25	0.5000	N/A	N/A
0	11	26	0.5000	N/A	N/A
0	11	25	0.5000	N/A	N/A
0	10	24	0.5000	N/A	N/A
0	10	23	0.5000	N/A	N/A
0	10	22	0.5000	N/A	N/A
0	10	21	0.5000	N/A	N/A
0	10	20	0.5000	N/A	N/A
0	9	20	0.5000	N/A	N/A
0	8	20	0.5000	N/A	N/A
0	7	19	0.5000	N/A	N/A
0	7	20	0.5000	N/A	N/A
0	8	20	0.5000	N/A	N/A
0	7	19	0.5000	N/A	N/A
0	7	20	0.5000	N/A	N/A
0	6	20	0.5000	N/A	N/A
0	6	21	0.5000	N/A	N/A
0	6	22	0.5000	N/A	N/A
0	5	23	0.5000	N/A	N/A
0	4	24	0.5000	N/A	N/A
0	3	24	0.5000	N/A	N/A
0	2	23	0.5000	N/A	N/A
0	2	22	0.5000	N/A	N/A
0	1	21	0.5000	N/A	N/A
0	0	21	0.5000	N/A	N/A
1	N/A	N/A	N/A	2.00	1
1	36	24	0.5000	N/A	N/A
1	36	25	0.5000	N/A	N/A
1	35	26	0.5000	N/A	N/A
1	35	27	0.5000	N/A	N/A
2	N/A	N/A	N/A	5.10	1
2	24	14	0.5000	N/A	N/A
2	24	13	0.5000	N/A	N/A
2	24	12	0.5000	N/A	N/A
2	23	12	0.5000	N/A	N/A
2	23	11	0.5000	N/A	N/A
2	24	11	0.5000	N/A	N/A
2	23	11	0.5000	N/A	N/A
2	22	10	0.5000	N/A	N/A
2	22	11	0.5000	N/A	N/A
2	21	12	0.5000	N/A	N/A
2	20	11	0.5000	N/A	N/A
2	19	12	0.5000	N/A	N/A
2	19	13	0.5000	N/A	N/A
2	20	13	0.5000	N/A	N/A
2	19	14	0.5000	N/A	N/A
2	20	15	0.5000	N/A	N/A
2	21	14	0.5000	N/A	N/A
2	21	15	0.5000	N/A	N/A
2	20	16	0.5000	N/A	N/A
3	N/A	N/A	N/A	19.80	0
3	24	35	0.5000	N/A	N/A
3	24	34	0.5000	N/A	N/A
3	24	33	0.5000	N/A	N/A
3	25	32	0.5000	N/A	N/A
3	25	33	0.5000	N/A	N/A
3	26	33	0.5000	N/A	N/A
3	25	34	0.5000	N/A	N/A
3	26	35	0.5000	N/A	N/A
3	27	36	0.5000	N/A	N/A
3	28	36	0.5000	N/A	N/A
3	27	37	0.5000	N/A	N/A
3	26	38	0.5000	N/A	N/A
3	25	39	0.5000	N/A	N/A
3	24	38	0.5000	N/A	N/A
3	23	39	0.5000	N/A	N/A
3	23	40	0.5000	N/A	N/A
3	24	41	0.5000	N/A	N/A
3	25	41	0.5000	N/A	N/A
3	25	42	0.5000	N/A	N/A
3	24	43	0.5000	N/A	N/A
3	23	42	0.5000	N/A	N/A
3	22	43	0.5000	N/A	N/A
3	21	42	0.5000	N/A	N/A
3	21	41	0.5000	N/A	N/A
3	22	41	0.5000	N/A	N/A
3	21	40	0.5000	N/A	N/A
3	20	39	0.5000	N/A	N/A
3	19	39	0.5000	N/A	N/A
3	18	40	0.5000	N/A	N/A
3	18	41	0.5000	N/A	N/A
3	18	42	0.5000	N/A	N/A
3	17	42	0.5000	N/A	N/A
3	16	42	0.5000	N/A	N/A
3	15	43	0.5000	N/A	N/A
3	14	42	0.5000	N/A	N/A
3	14	41	0.5000	N/A	N/A
3	15	41	0.5000	N/A	N/A
3	15	42	0.5000	N/A	N/A
3	14	42	0.5000	N/A	N/A
3	13	43	0.5000	N/A	N/A
3	13	44	0.5000	N/A	N/A
3	14	45	0.5000	N/A	N/A
3	15	44	0.5000	N/A	N/A
3	16	45	0.5000	N/A	N/A
3	16	44	0.5000	N/A	N/A
3	17	44	0.5000	N/A	N/A
3	16	45	0.5000	N/A	N/A
3	17	46	0.5000	N/A	N/A
3	18	46	0.5000	N/A	N/A
3	17	45	0.5000	N/A	N/A
3	16	45	0.5000	N/A	N/A
3	16	46	0.5000	N/A	N/A
