VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount	Status
1	15	25	0.5838	16.97056274847714	2	Anastomosed
1	14	26	0.5776	16.97056274847714	2	Anastomosed
1	14	26	0.5776	16.97056274847714	2	Anastomosed
1	13	25	0.5112	16.97056274847714	2	Anastomosed
1	13	25	0.5112	16.97056274847714	2	Anastomosed
1	12	26	0.4983	16.97056274847714	2	Anastomosed
1	12	26	0.4983	16.97056274847714	2	Anastomosed
1	11	26	0.4305	16.97056274847714	2	Anastomosed
1	11	26	0.4305	16.97056274847714	2	Anastomosed
1	10	27	0.4669	16.97056274847714	2	Anastomosed
1	10	27	0.4669	16.97056274847714	2	Anastomosed
1	9	26	0.6185	16.97056274847714	2	Anastomosed
1	9	26	0.6185	16.97056274847714	2	Anastomosed
1	9	27	0.4225	16.97056274847714	2	Anastomosed
1	9	27	0.4225	16.97056274847714	2	Anastomosed
1	9	28	0.3936	16.97056274847714	2	Anastomosed
1	9	28	0.3936	16.97056274847714	2	Anastomosed
1	9	29	0.4271	16.97056274847714	2	Anastomosed
1	9	29	0.4271	16.97056274847714	2	Anastomosed
1	8	30	0.3697	16.97056274847714	2	Anastomosed
1	8	30	0.3697	16.97056274847714	2	Anastomosed
1	7	31	0.2979	16.97056274847714	2	Anastomosed
1	7	31	0.2979	16.97056274847714	2	Anastomosed
1	6	32	0.3859	16.97056274847714	2	Anastomosed
1	6	32	0.3859	16.97056274847714	2	Anastomosed
1	5	31	0.3444	16.97056274847714	2	Anastomosed
1	5	31	0.3444	16.97056274847714	2	Anastomosed
1	4	31	0.3167	16.97056274847714	2	Anastomosed
1	4	31	0.3167	16.97056274847714	2	Anastomosed
1	3	30	0.2792	16.97056274847714	2	Anastomosed
1	3	30	0.2792	16.97056274847714	2	Anastomosed
1	2	30	0.2407	16.97056274847714	2	Anastomosed
1	2	30	0.2407	16.97056274847714	2	Anastomosed
1	2	29	0.2006	16.97056274847714	2	Anastomosed
1	2	29	0.2006	16.97056274847714	2	Anastomosed
1	3	29	0.1950	16.97056274847714	2	Anastomosed
1	3	29	0.1950	16.97056274847714	2	Anastomosed
1	2	28	0.1769	16.97056274847714	2	Anastomosed
1	2	28	0.1769	16.97056274847714	2	Anastomosed
1	1	29	0.1655	16.97056274847714	2	Anastomosed
1	1	29	0.1655	16.97056274847714	2	Anastomosed
1	0	30	0.2439	16.97056274847714	2	Anastomosed
1	0	30	0.2439	16.97056274847714	2	Anastomosed
1	0	31	0.2030	16.97056274847714	2	Anastomosed
1	0	31	0.2030	16.97056274847714	2	Anastomosed
1	0	32	0.1832	16.97056274847714	2	Anastomosed
1	0	32	0.1832	16.97056274847714	2	Anastomosed
1	1	33	0.1745	16.97056274847714	2	Anastomosed
1	1	33	0.1745	16.97056274847714	2	Anastomosed
1	1	34	0.1624	16.97056274847714	2	Anastomosed
1	1	34	0.1624	16.97056274847714	2	Anastomosed
1	0	35	0.1677	16.97056274847714	2	Anastomosed
1	0	35	0.1677	16.97056274847714	2	Anastomosed
1	0	36	0.1445	16.97056274847714	2	Anastomosed
1	0	36	0.1445	16.97056274847714	2	Anastomosed
1	1	37	0.1537	16.97056274847714	2	Anastomosed
1	1	37	0.1537	16.97056274847714	2	Anastomosed
1	2	38	0.1242	16.97056274847714	2	Anastomosed
1	2	38	0.1242	16.97056274847714	2	Anastomosed
1	3	37	0.1362	16.97056274847714	2	Anastomosed
2	35	25	0.3825	6.0	1	Anastomosed
2	36	24	0.5699	6.0	1	Anastomosed
2	36	24	0.5699	6.0	1	Anastomosed
2	36	23	0.6901	6.0	1	Anastomosed
2	36	23	0.6901	6.0	1	Anastomosed
2	35	23	0.5756	6.0	1	Anastomosed
2	35	23	0.5756	6.0	1	Anastomosed
2	34	22	0.4501	6.0	1	Anastomosed
2	34	22	0.4501	6.0	1	Anastomosed
2	34	21	0.4715	6.0	1	Anastomosed
2	34	21	0.4715	6.0	1	Anastomosed
2	33	20	0.4195	6.0	1	Anastomosed
2	33	20	0.4195	6.0	1	Anastomosed
2	32	19	0.3684	6.0	1	Anastomosed
2	32	19	0.3684	6.0	1	Anastomosed
2	32	18	0.3778	6.0	1	Anastomosed
2	32	18	0.3778	6.0	1	Anastomosed
2	33	17	0.3799	6.0	1	Anastomosed
2	33	17	0.3799	6.0	1	Anastomosed
2	33	16	0.3165	6.0	1	Anastomosed
2	33	16	0.3165	6.0	1	Anastomosed
2	33	15	0.3472	6.0	1	Anastomosed
2	33	15	0.3472	6.0	1	Anastomosed
2	32	15	0.3017	6.0	1	Anastomosed
2	32	15	0.3017	6.0	1	Anastomosed
2	31	14	0.2947	6.0	1	Anastomosed
2	31	14	0.2947	6.0	1	Anastomosed
2	31	15	0.2752	6.0	1	Anastomosed
2	31	15	0.2752	6.0	1	Anastomosed
2	30	16	0.2862	6.0	1	Anastomosed
2	30	16	0.2862	6.0	1	Anastomosed
2	29	15	0.2383	6.0	1	Anastomosed
2	29	15	0.2383	6.0	1	Anastomosed
2	28	15	0.2491	6.0	1	Anastomosed
2	28	15	0.2491	6.0	1	Anastomosed
2	28	16	0.2131	6.0	1	Anastomosed
2	28	16	0.2131	6.0	1	Anastomosed
2	29	16	0.1942	6.0	1	Anastomosed
2	29	16	0.1942	6.0	1	Anastomosed
2	29	17	0.1592	6.0	1	Anastomosed
2	29	17	0.1592	6.0	1	Anastomosed
2	28	18	0.1776	6.0	1	Anastomosed
2	28	18	0.1776	6.0	1	Anastomosed
2	28	19	0.1828	6.0	1	Anastomosed
2	28	19	0.1828	6.0	1	Anastomosed
2	29	20	0.2041	6.0	1	Anastomosed
2	29	20	0.2041	6.0	1	Anastomosed
2	30	19	0.1824	6.0	1	Anastomosed
2	30	19	0.1824	6.0	1	Anastomosed
2	31	20	0.1473	6.0	1	Anastomosed
2	31	20	0.1473	6.0	1	Anastomosed
2	31	21	0.1358	6.0	1	Anastomosed
2	31	21	0.1358	6.0	1	Anastomosed
2	32	22	0.1776	6.0	1	Anastomosed
2	32	22	0.1776	6.0	1	Anastomosed
2	33	23	0.1264	6.0	1	Anastomosed
2	33	23	0.1264	6.0	1	Anastomosed
2	33	24	0.1460	6.0	1	Anastomosed
2	33	24	0.1460	6.0	1	Anastomosed
2	32	24	0.1119	6.0	1	Anastomosed
2	32	24	0.1119	6.0	1	Anastomosed
2	31	23	0.1033	6.0	1	Anastomosed
2	31	23	0.1033	6.0	1	Anastomosed
2	31	22	0.1182	6.0	1	Anastomosed
2	31	22	0.1182	6.0	1	Anastomosed
2	30	22	0.0888	6.0	1	Anastomosed
2	30	22	0.0888	6.0	1	Anastomosed
2	30	23	0.0810	6.0	1	Anastomosed
2	30	23	0.0810	6.0	1	Anastomosed
2	30	24	0.0913	6.0	1	Anastomosed
2	30	24	0.0913	6.0	1	Anastomosed
2	29	25	0.0967	6.0	1	Anastomosed
3	25	15	0.6530	5.385164807134504	2	Anastomosed
3	24	15	0.6533	5.385164807134504	2	Anastomosed
3	24	15	0.6533	5.385164807134504	2	Anastomosed
3	23	16	0.5918	5.385164807134504	2	Anastomosed
3	23	16	0.5918	5.385164807134504	2	Anastomosed
3	22	15	0.4673	5.385164807134504	2	Anastomosed
