VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount	VesselState
1	N/A	N/A	N/A	9.0554	2	Active
1	15	25	0.8610	9.0554	2	Active
1	16	26	0.7964	9.0554	2	Active
1	16	26	0.7964	9.0554	2	Active
1	17	27	0.8131	9.0554	2	Active
1	17	27	0.8131	9.0554	2	Active
1	18	28	0.7386	9.0554	2	Active
1	18	28	0.7386	9.0554	2	Active
1	19	29	0.7155	9.0554	2	Active
1	19	29	0.7155	9.0554	2	Active
1	20	30	0.6868	9.0554	2	Active
1	20	30	0.6868	9.0554	2	Active
1	21	29	0.7238	9.0554	2	Active
1	21	29	0.7238	9.0554	2	Active
1	22	29	0.5369	9.0554	2	Active
1	22	29	0.5369	9.0554	2	Active
1	21	30	0.3176	9.0554	2	Active
1	21	30	0.3176	9.0554	2	Active
1	20	31	0.5293	9.0554	2	Active
1	20	31	0.5293	9.0554	2	Active
1	19	32	0.5348	9.0554	2	Active
1	19	32	0.5348	9.0554	2	Active
1	20	33	0.4764	9.0554	2	Active
1	20	33	0.4764	9.0554	2	Active
1	21	33	0.4874	9.0554	2	Active
1	21	33	0.4874	9.0554	2	Active
1	20	32	0.4423	9.0554	2	Active
1	20	32	0.4423	9.0554	2	Active
1	19	31	0.3567	9.0554	2	Active
1	19	31	0.3567	9.0554	2	Active
1	18	30	0.2482	9.0554	2	Active
1	18	30	0.2482	9.0554	2	Active
1	17	30	0.2656	9.0554	2	Active
1	17	30	0.2656	9.0554	2	Active
1	16	29	0.2432	9.0554	2	Active
1	16	29	0.2432	9.0554	2	Active
1	16	28	0.2910	9.0554	2	Active
1	16	28	0.2910	9.0554	2	Active
1	15	27	0.3580	9.0554	2	Active
1	15	27	0.3580	9.0554	2	Active
1	14	28	0.3197	9.0554	2	Active
1	14	28	0.3197	9.0554	2	Active
1	14	29	0.2398	9.0554	2	Active
1	14	29	0.2398	9.0554	2	Active
1	14	30	0.2510	9.0554	2	Active
1	14	30	0.2510	9.0554	2	Active
1	14	31	0.2182	9.0554	2	Active
1	14	31	0.2182	9.0554	2	Active
1	14	32	0.2263	9.0554	2	Active
1	14	32	0.2263	9.0554	2	Active
1	14	33	0.2031	9.0554	2	Active
1	14	33	0.2031	9.0554	2	Active
1	13	34	0.2473	9.0554	2	Active
1	13	34	0.2473	9.0554	2	Active
1	12	34	0.2011	9.0554	2	Active
1	12	34	0.2011	9.0554	2	Active
1	11	34	0.1794	9.0554	2	Active
1	11	34	0.1794	9.0554	2	Active
1	10	34	0.1389	9.0554	2	Active
1	10	34	0.1389	9.0554	2	Active
1	9	34	0.1829	9.0554	2	Active
1	9	34	0.1829	9.0554	2	Active
1	8	34	0.1976	9.0554	2	Active
1	8	34	0.1976	9.0554	2	Active
1	8	35	0.1667	9.0554	2	Active
1	8	35	0.1667	9.0554	2	Active
1	8	36	0.1416	9.0554	2	Active
1	8	36	0.1416	9.0554	2	Active
1	8	37	0.1494	9.0554	2	Active
1	8	37	0.1494	9.0554	2	Active
1	7	38	0.1573	9.0554	2	Active
1	7	38	0.1573	9.0554	2	Active
1	6	37	0.1334	9.0554	2	Active
1	6	37	0.1334	9.0554	2	Active
1	5	38	0.1473	9.0554	2	Active
1	5	38	0.1473	9.0554	2	Active
1	4	38	0.1395	9.0554	2	Active
1	4	38	0.1395	9.0554	2	Active
1	3	39	0.1328	9.0554	2	Active
1	3	39	0.1328	9.0554	2	Active
1	4	40	0.1068	9.0554	2	Active
1	4	40	0.1068	9.0554	2	Active
1	5	39	0.1018	9.0554	2	Active
1	5	39	0.1018	9.0554	2	Active
1	6	40	0.0781	9.0554	2	Active
1	6	40	0.0781	9.0554	2	Active
1	7	39	0.0868	9.0554	2	Active
1	7	39	0.0868	9.0554	2	Active
1	8	39	0.0672	9.0554	2	Active
1	8	39	0.0672	9.0554	2	Active
1	8	38	0.0346	9.0554	2	Active
1	8	38	0.0346	9.0554	2	Active
1	9	37	0.0713	9.0554	2	Active
1	9	37	0.0713	9.0554	2	Active
1	9	36	0.0641	9.0554	2	Active
1	9	36	0.0641	9.0554	2	Active
1	9	35	0.0331	9.0554	2	Active
1	9	35	0.0331	9.0554	2	Active
1	10	35	0.0080	9.0554	2	Active
1	10	35	0.0080	9.0554	2	Active
1	10	36	0.0257	9.0554	2	Active
1	10	36	0.0257	9.0554	2	Active
1	11	36	0.0491	9.0554	2	Active
1	11	36	0.0491	9.0554	2	Active
1	10	37	0.0377	9.0554	2	Active
1	10	37	0.0377	9.0554	2	Active
1	11	38	0.0570	9.0554	2	Active
1	11	38	0.0570	9.0554	2	Active
1	12	37	0.0596	9.0554	2	Active
1	12	37	0.0596	9.0554	2	Active
1	13	38	0.0300	9.0554	2	Active
1	13	38	0.0300	9.0554	2	Active
1	14	39	0.0349	9.0554	2	Active
1	14	39	0.0349	9.0554	2	Active
1	15	39	0.0370	9.0554	2	Active
1	15	39	0.0370	9.0554	2	Active
1	14	40	0.0303	9.0554	2	Active
1	14	40	0.0303	9.0554	2	Active
1	15	41	0.0399	9.0554	2	Active
1	15	41	0.0399	9.0554	2	Active
1	15	42	0.0356	9.0554	2	Active
1	15	42	0.0356	9.0554	2	Active
1	16	43	0.0391	9.0554	2	Active
1	16	43	0.0391	9.0554	2	Active
1	16	42	0.0206	9.0554	2	Active
1	16	42	0.0206	9.0554	2	Active
1	17	41	0.0339	9.0554	2	Active
1	17	41	0.0339	9.0554	2	Active
1	18	42	0.0333	9.0554	2	Active
1	18	42	0.0333	9.0554	2	Active
1	19	43	0.0284	9.0554	2	Active
1	19	43	0.0284	9.0554	2	Active
1	20	42	0.0335	9.0554	2	Active
1	20	42	0.0335	9.0554	2	Active
1	20	43	0.0261	9.0554	2	Active
1	20	43	0.0261	9.0554	2	Active
1	19	44	0.0271	9.0554	2	Active
1	19	44	0.0271	9.0554	2	Active
1	18	44	0.0277	9.0554	2	Active
1	18	44	0.0277	9.0554	2	Active
