VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount	VesselState
1	18	45	0.0186	9.0554	2	Active
1	18	45	0.0186	9.0554	2	Active
1	18	46	0.0260	9.0554	2	Active
1	18	46	0.0260	9.0554	2	Active
1	19	47	0.0218	9.0554	2	Active
1	19	47	0.0218	9.0554	2	Active
1	20	46	0.0191	9.0554	2	Active
1	20	46	0.0191	9.0554	2	Active
1	21	47	0.0128	9.0554	2	Active
1	21	47	0.0128	9.0554	2	Active
1	22	47	0.0147	9.0554	2	Active
1	22	47	0.0147	9.0554	2	Active
1	21	46	0.0060	9.0554	2	Active
1	21	46	0.0060	9.0554	2	Active
1	20	47	0.0077	9.0554	2	Active
1	20	47	0.0077	9.0554	2	Active
1	19	46	0.0136	9.0554	2	Active
1	19	46	0.0136	9.0554	2	Active
1	19	45	0.0132	9.0554	2	Active
1	19	45	0.0132	9.0554	2	Active
1	20	44	0.0023	9.0554	2	Active
1	20	44	0.0023	9.0554	2	Active
1	21	44	0.0049	9.0554	2	Active
1	21	44	0.0049	9.0554	2	Active
1	21	45	0.0027	9.0554	2	Active
1	21	45	0.0027	9.0554	2	Active
1	22	46	0.0027	9.0554	2	Active
1	22	46	0.0027	9.0554	2	Active
1	23	46	0.0125	9.0554	2	Active
1	23	46	0.0125	9.0554	2	Active
1	23	45	0.0065	9.0554	2	Active
1	23	45	0.0065	9.0554	2	Active
1	23	44	0.0109	9.0554	2	Active
1	23	44	0.0109	9.0554	2	Active
1	22	43	0.0109	9.0554	2	Active
1	22	43	0.0109	9.0554	2	Active
1	22	42	0.0091	9.0554	2	Active
1	22	42	0.0091	9.0554	2	Active
1	23	42	0.0101	9.0554	2	Active
1	23	42	0.0101	9.0554	2	Active
1	22	41	0.0084	9.0554	2	Active
1	22	41	0.0084	9.0554	2	Active
1	21	40	0.0086	9.0554	2	Active
1	21	40	0.0086	9.0554	2	Active
1	20	40	0.0060	9.0554	2	Active
1	20	40	0.0060	9.0554	2	Active
1	19	40	0.0047	9.0554	2	Active
1	19	40	0.0047	9.0554	2	Active
1	18	39	0.0075	9.0554	2	Active
1	18	39	0.0075	9.0554	2	Active
1	17	38	0.0056	9.0554	2	Active
1	17	38	0.0056	9.0554	2	Active
1	16	38	0.0067	9.0554	2	Active
1	16	38	0.0067	9.0554	2	Active
1	15	37	0.0034	9.0554	2	Active
1	15	37	0.0034	9.0554	2	Active
1	15	36	0.0050	9.0554	2	Active
1	15	36	0.0050	9.0554	2	Active
1	14	35	0.0050	9.0554	2	Active
1	14	35	0.0050	9.0554	2	Active
1	14	34	0.0025	9.0554	2	Active
2	N/A	N/A	N/A	3.6056	2	Mature
2	35	25	0.0936	3.6056	2	Mature
2	34	26	0.8311	3.6056	2	Mature
2	34	26	0.8311	3.6056	2	Mature
2	33	27	0.8412	3.6056	2	Mature
2	33	27	0.8412	3.6056	2	Mature
2	32	27	0.7463	3.6056	2	Mature
2	32	27	0.7463	3.6056	2	Mature
2	32	26	0.6754	3.6056	2	Mature
2	32	26	0.6754	3.6056	2	Mature
2	33	25	0.6686	3.6056	2	Mature
2	33	25	0.6686	3.6056	2	Mature
2	33	26	0.2686	3.6056	2	Mature
2	33	26	0.2686	3.6056	2	Mature
2	34	27	0.4004	3.6056	2	Mature
2	34	27	0.4004	3.6056	2	Mature
2	35	26	0.5537	3.6056	2	Mature
2	35	26	0.5537	3.6056	2	Mature
2	35	27	0.4708	3.6056	2	Mature
2	35	27	0.4708	3.6056	2	Mature
2	34	28	0.3935	3.6056	2	Mature
3	N/A	N/A	N/A	5.3852	1	Mature
3	25	15	0.7617	5.3852	1	Mature
3	25	16	0.8662	5.3852	1	Mature
3	25	16	0.8662	5.3852	1	Mature
3	24	17	0.5921	5.3852	1	Mature
3	24	17	0.5921	5.3852	1	Mature
3	24	18	0.7407	5.3852	1	Mature
3	24	18	0.7407	5.3852	1	Mature
3	25	19	0.6965	5.3852	1	Mature
3	25	19	0.6965	5.3852	1	Mature
3	25	20	0.6099	5.3852	1	Mature
3	25	20	0.6099	5.3852	1	Mature
3	24	20	0.6965	5.3852	1	Mature
3	24	20	0.6965	5.3852	1	Mature
3	23	20	0.6830	5.3852	1	Mature
4	N/A	N/A	N/A	4.4721	1	Mature
4	25	35	0.8719	4.4721	1	Mature
4	26	36	0.8929	4.4721	1	Mature
4	26	36	0.8929	4.4721	1	Mature
4	27	35	0.5752	4.4721	1	Mature
4	27	35	0.5752	4.4721	1	Mature
4	27	34	0.7549	4.4721	1	Mature
4	27	34	0.7549	4.4721	1	Mature
4	28	33	0.3268	4.4721	1	Mature
4	28	33	0.3268	4.4721	1	Mature
4	28	32	0.5277	4.4721	1	Mature
4	28	32	0.5277	4.4721	1	Mature
4	27	31	0.7228	4.4721	1	Mature
4	27	31	0.7228	4.4721	1	Mature
4	26	31	0.6154	4.4721	1	Mature
4	26	31	0.6154	4.4721	1	Mature
4	26	32	0.3990	4.4721	1	Mature
4	26	32	0.3990	4.4721	1	Mature
4	27	32	0.3024	4.4721	1	Mature
4	27	32	0.3024	4.4721	1	Mature
4	26	33	0.1454	4.4721	1	Mature
4	26	33	0.1454	4.4721	1	Mature
4	25	32	0.2547	4.4721	1	Mature
4	25	32	0.2547	4.4721	1	Mature
4	24	32	0.4505	4.4721	1	Mature
4	24	32	0.4505	4.4721	1	Mature
4	23	31	0.4149	4.4721	1	Mature
4	23	31	0.4149	4.4721	1	Mature
4	22	32	0.4307	4.4721	1	Mature
5	N/A	N/A	N/A	7.0711	2	Mature
5	20	20	0.4811	7.0711	2	Mature
5	21	21	0.8369	7.0711	2	Mature
5	21	21	0.8369	7.0711	2	Mature
5	22	21	0.5307	7.0711	2	Mature
5	22	21	0.5307	7.0711	2	Mature
5	22	22	0.4716	7.0711	2	Mature
5	22	22	0.4716	7.0711	2	Mature
5	22	23	0.6715	7.0711	2	Mature
5	22	23	0.6715	7.0711	2	Mature
5	21	24	0.7554	7.0711	2	Mature
5	21	24	0.7554	7.0711	2	Mature
5	21	25	0.4490	7.0711	2	Mature
5	21	25	0.4490	7.0711	2	Mature
5	21	26	0.6902	7.0711	2	Mature
5	21	26	0.6902	7.0711	2	Mature
5	20	27	0.4839	7.0711	2	Mature
5	20	27	0.4839	7.0711	2	Mature
5	19	27	0.4717	7.0711	2	Mature
6	N/A	N/A	N/A	8.2462	2	Mature
6	30	30	0.6299	8.2462	2	Mature
6	31	31	0.9005	8.2462	2	Mature
6	31	31	0.9005	8.2462	2	Mature
6	32	30	0.8814	8.2462	2	Mature
6	32	30	0.8814	8.2462	2	Mature
6	33	29	0.8138	8.2462	2	Mature
6	33	29	0.8138	8.2462	2	Mature
6	33	30	0.7027	8.2462	2	Mature
6	33	30	0.7027	8.2462	2	Mature
6	32	31	0.7269	8.2462	2	Mature
6	32	31	0.7269	8.2462	2	Mature
6	32	32	0.4990	8.2462	2	Mature
6	32	32	0.4990	8.2462	2	Mature
6	31	33	0.5179	8.2462	2	Mature
6	31	33	0.5179	8.2462	2	Mature
6	30	34	0.6580	8.2462	2	Mature
6	30	34	0.6580	8.2462	2	Mature
6	31	35	0.3604	8.2462	2	Mature
6	31	35	0.3604	8.2462	2	Mature
6	32	36	0.3983	8.2462	2	Mature
6	32	36	0.3983	8.2462	2	Mature
6	33	37	0.5084	8.2462	2	Mature
6	33	37	0.5084	8.2462	2	Mature
6	34	37	0.4577	8.2462	2	Mature
6	34	37	0.4577	8.2462	2	Mature
6	34	36	0.3705	8.2462	2	Mature
6	34	36	0.3705	8.2462	2	Mature
6	34	35	0.1217	8.2462	2	Mature
6	34	35	0.1217	8.2462	2	Mature
6	34	34	0.4213	8.2462	2	Mature
6	34	34	0.4213	8.2462	2	Mature
6	34	33	0.3149	8.2462	2	Mature
6	34	33	0.3149	8.2462	2	Mature
6	34	32	0.3659	8.2462	2	Mature
6	34	32	0.3659	8.2462	2	Mature
6	35	31	0.3562	8.2462	2	Mature
6	35	31	0.3562	8.2462	2	Mature
6	36	30	0.3738	8.2462	2	Mature
6	36	30	0.3738	8.2462	2	Mature
6	37	29	0.3485	8.2462	2	Mature
6	37	29	0.3485	8.2462	2	Mature
6	38	29	0.3389	8.2462	2	Mature
6	38	29	0.3389	8.2462	2	Mature
6	38	28	0.2520	8.2462	2	Mature
6	38	28	0.2520	8.2462	2	Mature
6	37	27	0.2472	8.2462	2	Mature
6	37	27	0.2472	8.2462	2	Mature
6	37	28	0.1470	8.2462	2	Mature
6	37	28	0.1470	8.2462	2	Mature
6	36	29	0.1296	8.2462	2	Mature
6	36	29	0.1296	8.2462	2	Mature
6	35	29	0.2312	8.2462	2	Mature
