CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	15.30	0
0	14	26	1.6000	N/A	N/A
0	13	26	1.5000	N/A	N/A
0	12	27	1.4000	N/A	N/A
0	11	28	1.3000	N/A	N/A
0	10	27	1.2000	N/A	N/A
0	9	26	1.1000	N/A	N/A
0	8	27	1.0000	N/A	N/A
0	7	26	0.9000	N/A	N/A
0	6	25	0.8000	N/A	N/A
0	5	24	0.7000	N/A	N/A
0	4	23	0.6000	N/A	N/A
0	3	22	0.5000	N/A	N/A
0	2	21	0.4000	N/A	N/A
0	1	21	0.3000	N/A	N/A
0	0	22	0.2000	N/A	N/A
1	N/A	N/A	N/A	13.42	1
1	34	25	3.6000	N/A	N/A
1	33	24	3.5000	N/A	N/A
1	32	23	3.4000	N/A	N/A
1	31	23	3.3000	N/A	N/A
1	30	22	3.2000	N/A	N/A
1	29	22	3.1000	N/A	N/A
1	28	23	3.0000	N/A	N/A
1	27	22	2.9000	N/A	N/A
1	26	22	2.8000	N/A	N/A
1	25	21	2.7000	N/A	N/A
1	24	20	2.6000	N/A	N/A
1	23	19	2.5000	N/A	N/A
2	N/A	N/A	N/A	11.70	1
2	24	16	2.6000	N/A	N/A
2	23	17	2.5000	N/A	N/A
2	22	18	2.4000	N/A	N/A
2	21	18	2.3000	N/A	N/A
2	20	17	2.2000	N/A	N/A
2	19	18	2.1000	N/A	N/A
2	18	18	2.0000	N/A	N/A
2	17	18	1.9000	N/A	N/A
2	16	17	1.8000	N/A	N/A
2	15	18	1.7000	N/A	N/A
2	14	19	1.6000	N/A	N/A
3	N/A	N/A	N/A	25.32	0
3	24	34	2.6000	N/A	N/A
3	23	33	2.5000	N/A	N/A
3	22	33	2.4000	N/A	N/A
3	21	34	2.3000	N/A	N/A
3	20	33	2.2000	N/A	N/A
3	19	33	2.1000	N/A	N/A
3	18	32	2.0000	N/A	N/A
3	17	33	1.9000	N/A	N/A
3	16	32	1.8000	N/A	N/A
3	15	33	1.7000	N/A	N/A
3	14	34	1.6000	N/A	N/A
3	13	35	1.5000	N/A	N/A
3	12	35	1.4000	N/A	N/A
3	11	34	1.3000	N/A	N/A
3	10	33	1.2000	N/A	N/A
3	9	34	1.1000	N/A	N/A
3	8	33	1.0000	N/A	N/A
3	7	33	0.9000	N/A	N/A
3	6	33	0.8000	N/A	N/A
3	5	33	0.7000	N/A	N/A
3	4	32	0.6000	N/A	N/A
3	3	32	0.5000	N/A	N/A
3	2	32	0.4000	N/A	N/A
3	1	32	0.3000	N/A	N/A
3	0	31	0.2000	N/A	N/A
4	N/A	N/A	N/A	17.00	1
4	19	21	2.1000	N/A	N/A
4	18	22	2.0000	N/A	N/A
4	17	21	1.9000	N/A	N/A
4	16	22	1.8000	N/A	N/A
4	15	22	1.7000	N/A	N/A
4	14	21	1.6000	N/A	N/A
4	13	20	1.5000	N/A	N/A
4	12	19	1.4000	N/A	N/A
4	11	19	1.3000	N/A	N/A
4	10	18	1.2000	N/A	N/A
4	9	19	1.1000	N/A	N/A
4	8	19	1.0000	N/A	N/A
4	7	18	0.9000	N/A	N/A
4	6	19	0.8000	N/A	N/A
4	5	19	0.7000	N/A	N/A
4	4	20	0.6000	N/A	N/A
4	3	20	0.5000	N/A	N/A
5	N/A	N/A	N/A	5.66	1
5	29	31	3.1000	N/A	N/A
5	28	32	3.0000	N/A	N/A
5	27	33	2.9000	N/A	N/A
5	26	34	2.8000	N/A	N/A
