CellID	PositionX	PositionY	ECMValue	Displacement	AnastomosisCount
0	N/A	N/A	N/A	15.00	0
0	14	24	1.6000	N/A	N/A
0	13	24	1.5000	N/A	N/A
0	12	25	1.4000	N/A	N/A
0	11	24	1.3000	N/A	N/A
0	10	24	1.2000	N/A	N/A
0	9	24	1.1000	N/A	N/A
0	8	25	1.0000	N/A	N/A
0	7	24	0.9000	N/A	N/A
0	6	24	0.8000	N/A	N/A
0	5	25	0.7000	N/A	N/A
0	4	24	0.6000	N/A	N/A
0	3	24	0.5000	N/A	N/A
0	2	24	0.4000	N/A	N/A
0	1	24	0.3000	N/A	N/A
0	0	25	0.2000	N/A	N/A
1	N/A	N/A	N/A	9.49	1
1	34	25	3.6000	N/A	N/A
1	33	24	3.5000	N/A	N/A
1	32	25	3.4000	N/A	N/A
1	31	26	3.3000	N/A	N/A
1	30	25	3.2000	N/A	N/A
1	29	25	3.1000	N/A	N/A
1	28	26	3.0000	N/A	N/A
1	27	27	2.9000	N/A	N/A
1	26	28	2.8000	N/A	N/A
2	N/A	N/A	N/A	25.00	0
2	24	16	2.6000	N/A	N/A
2	23	16	2.5000	N/A	N/A
2	22	15	2.4000	N/A	N/A
2	21	14	2.3000	N/A	N/A
2	20	13	2.2000	N/A	N/A
2	19	14	2.1000	N/A	N/A
2	18	13	2.0000	N/A	N/A
2	17	14	1.9000	N/A	N/A
2	16	15	1.8000	N/A	N/A
2	15	15	1.7000	N/A	N/A
2	14	14	1.6000	N/A	N/A
2	13	15	1.5000	N/A	N/A
2	12	15	1.4000	N/A	N/A
2	11	16	1.3000	N/A	N/A
2	10	16	1.2000	N/A	N/A
2	9	15	1.1000	N/A	N/A
2	8	14	1.0000	N/A	N/A
2	7	13	0.9000	N/A	N/A
2	6	14	0.8000	N/A	N/A
2	5	14	0.7000	N/A	N/A
2	4	15	0.6000	N/A	N/A
2	3	14	0.5000	N/A	N/A
2	2	15	0.4000	N/A	N/A
2	1	14	0.3000	N/A	N/A
2	0	15	0.2000	N/A	N/A
3	N/A	N/A	N/A	25.32	0
3	24	34	2.6000	N/A	N/A
3	23	34	2.5000	N/A	N/A
3	22	34	2.4000	N/A	N/A
3	21	34	2.3000	N/A	N/A
3	20	34	2.2000	N/A	N/A
3	19	34	2.1000	N/A	N/A
3	18	34	2.0000	N/A	N/A
3	17	33	1.9000	N/A	N/A
3	16	34	1.8000	N/A	N/A
3	15	33	1.7000	N/A	N/A
3	14	33	1.6000	N/A	N/A
3	13	33	1.5000	N/A	N/A
3	12	34	1.4000	N/A	N/A
3	11	33	1.3000	N/A	N/A
3	10	34	1.2000	N/A	N/A
3	9	34	1.1000	N/A	N/A
3	8	35	1.0000	N/A	N/A
3	7	36	0.9000	N/A	N/A
3	6	36	0.8000	N/A	N/A
3	5	35	0.7000	N/A	N/A
3	4	34	0.6000	N/A	N/A
3	3	33	0.5000	N/A	N/A
3	2	32	0.4000	N/A	N/A
3	1	32	0.3000	N/A	N/A
3	0	31	0.2000	N/A	N/A
4	N/A	N/A	N/A	10.44	1
4	19	19	2.1000	N/A	N/A
4	18	20	2.0000	N/A	N/A
4	17	20	1.9000	N/A	N/A
4	16	21	1.8000	N/A	N/A
4	15	21	1.7000	N/A	N/A
4	14	21	1.6000	N/A	N/A
4	13	22	1.5000	N/A	N/A
4	12	22	1.4000	N/A	N/A
4	11	22	1.3000	N/A	N/A
4	10	23	1.2000	N/A	N/A
5	N/A	N/A	N/A	18.11	1
5	29	30	3.1000	N/A	N/A
5	28	30	3.0000	N/A	N/A
5	27	30	2.9000	N/A	N/A
5	26	30	2.8000	N/A	N/A
5	25	29	2.7000	N/A	N/A
5	24	28	2.6000	N/A	N/A
5	23	29	2.5000	N/A	N/A
5	22	28	2.4000	N/A	N/A
5	21	29	2.3000	N/A	N/A
5	20	30	2.2000	N/A	N/A
5	19	30	2.1000	N/A	N/A
5	18	31	2.0000	N/A	N/A
5	17	31	1.9000	N/A	N/A
5	16	31	1.8000	N/A	N/A
5	15	31	1.7000	N/A	N/A
5	14	30	1.6000	N/A	N/A
5	13	31	1.5000	N/A	N/A
5	12	32	1.4000	N/A	N/A
