VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount
6	22	28	0.1150	13.0384	2
6	22	28	0.1150	13.0384	2
6	23	28	0.1175	13.0384	2
6	23	28	0.1175	13.0384	2
6	22	27	0.0810	13.0384	2
6	22	27	0.0810	13.0384	2
6	21	26	0.0736	13.0384	2
6	21	26	0.0736	13.0384	2
6	20	25	0.0511	13.0384	2
6	20	25	0.0511	13.0384	2
6	19	24	0.0723	13.0384	2
6	19	24	0.0723	13.0384	2
6	19	23	0.1142	13.0384	2
6	19	23	0.1142	13.0384	2
6	20	23	0.0872	13.0384	2
6	20	23	0.0872	13.0384	2
6	20	22	0.0526	13.0384	2
6	20	22	0.0526	13.0384	2
6	21	21	0.0843	13.0384	2
