VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount	Status
1	15	25	0.4392	13.038404810405298	0	Active
1	16	25	0.7026	13.038404810405298	0	Active
1	16	25	0.7026	13.038404810405298	0	Active
1	15	26	0.5379	13.038404810405298	0	Active
1	15	26	0.5379	13.038404810405298	0	Active
1	14	27	0.5101	13.038404810405298	0	Active
1	14	27	0.5101	13.038404810405298	0	Active
1	13	28	0.4849	13.038404810405298	0	Active
1	13	28	0.4849	13.038404810405298	0	Active
1	12	28	0.5677	13.038404810405298	0	Active
1	12	28	0.5677	13.038404810405298	0	Active
1	12	27	0.4188	13.038404810405298	0	Active
1	12	27	0.4188	13.038404810405298	0	Active
1	11	26	0.4789	13.038404810405298	0	Active
1	11	26	0.4789	13.038404810405298	0	Active
1	10	26	0.4548	13.038404810405298	0	Active
1	10	26	0.4548	13.038404810405298	0	Active
1	10	27	0.3688	13.038404810405298	0	Active
1	10	27	0.3688	13.038404810405298	0	Active
1	10	28	0.3576	13.038404810405298	0	Active
1	10	28	0.3576	13.038404810405298	0	Active
1	9	29	0.3501	13.038404810405298	0	Active
1	9	29	0.3501	13.038404810405298	0	Active
1	8	30	0.3218	13.038404810405298	0	Active
1	8	30	0.3218	13.038404810405298	0	Active
1	7	29	0.2868	13.038404810405298	0	Active
1	7	29	0.2868	13.038404810405298	0	Active
1	6	29	0.3457	13.038404810405298	0	Active
1	6	29	0.3457	13.038404810405298	0	Active
1	5	29	0.2391	13.038404810405298	0	Active
1	5	29	0.2391	13.038404810405298	0	Active
1	4	30	0.2440	13.038404810405298	0	Active
1	4	30	0.2440	13.038404810405298	0	Active
1	5	31	0.2215	13.038404810405298	0	Active
1	5	31	0.2215	13.038404810405298	0	Active
1	6	32	0.2509	13.038404810405298	0	Active
1	6	32	0.2509	13.038404810405298	0	Active
1	6	33	0.2227	13.038404810405298	0	Active
1	6	33	0.2227	13.038404810405298	0	Active
1	7	34	0.2238	13.038404810405298	0	Active
1	7	34	0.2238	13.038404810405298	0	Active
1	8	34	0.2137	13.038404810405298	0	Active
1	8	34	0.2137	13.038404810405298	0	Active
1	8	33	0.1573	13.038404810405298	0	Active
1	8	33	0.1573	13.038404810405298	0	Active
1	9	33	0.1732	13.038404810405298	0	Active
1	9	33	0.1732	13.038404810405298	0	Active
1	9	32	0.1560	13.038404810405298	0	Active
1	9	32	0.1560	13.038404810405298	0	Active
1	10	32	0.1875	13.038404810405298	0	Active
1	10	32	0.1875	13.038404810405298	0	Active
1	10	31	0.1464	13.038404810405298	0	Active
1	10	31	0.1464	13.038404810405298	0	Active
1	11	30	0.1368	13.038404810405298	0	Active
1	11	30	0.1368	13.038404810405298	0	Active
1	11	31	0.1243	13.038404810405298	0	Active
1	11	31	0.1243	13.038404810405298	0	Active
1	11	32	0.1404	13.038404810405298	0	Active
1	11	32	0.1404	13.038404810405298	0	Active
1	12	32	0.1205	13.038404810405298	0	Active
1	12	32	0.1205	13.038404810405298	0	Active
1	11	33	0.1026	13.038404810405298	0	Active
1	11	33	0.1026	13.038404810405298	0	Active
1	10	33	0.1038	13.038404810405298	0	Active
1	10	33	0.1038	13.038404810405298	0	Active
1	9	34	0.0934	13.038404810405298	0	Active
1	9	34	0.0934	13.038404810405298	0	Active
1	8	35	0.0790	13.038404810405298	0	Active
1	8	35	0.0790	13.038404810405298	0	Active
1	7	36	0.0858	13.038404810405298	0	Active
1	7	36	0.0858	13.038404810405298	0	Active
1	6	36	0.0980	13.038404810405298	0	Active
1	6	36	0.0980	13.038404810405298	0	Active
1	5	35	0.0884	13.038404810405298	0	Active
1	5	35	0.0884	13.038404810405298	0	Active
1	5	36	0.0716	13.038404810405298	0	Active
1	5	36	0.0716	13.038404810405298	0	Active
1	6	37	0.0731	13.038404810405298	0	Active
1	6	37	0.0731	13.038404810405298	0	Active
1	7	37	0.0682	13.038404810405298	0	Active
1	7	37	0.0682	13.038404810405298	0	Active
1	7	38	0.0596	13.038404810405298	0	Active
1	7	38	0.0596	13.038404810405298	0	Active
1	6	39	0.0708	13.038404810405298	0	Active
1	6	39	0.0708	13.038404810405298	0	Active
1	5	40	0.0677	13.038404810405298	0	Active
1	5	40	0.0677	13.038404810405298	0	Active
1	4	41	0.0672	13.038404810405298	0	Active
1	4	41	0.0672	13.038404810405298	0	Active
1	3	41	0.0673	13.038404810405298	0	Active
1	3	41	0.0673	13.038404810405298	0	Active
1	3	40	0.0571	13.038404810405298	0	Active
