VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount	VesselState
1	N/A	N/A	N/A	9.2195	0	Active
1	15	25	0.1205	9.2195	0	Active
1	16	26	0.8405	9.2195	0	Active
1	16	26	0.8405	9.2195	0	Active
1	16	27	0.8316	9.2195	0	Active
1	16	27	0.8316	9.2195	0	Active
1	15	28	0.7816	9.2195	0	Active
1	15	28	0.7816	9.2195	0	Active
1	15	29	0.8049	9.2195	0	Active
1	15	29	0.8049	9.2195	0	Active
1	14	30	0.7737	9.2195	0	Active
1	14	30	0.7737	9.2195	0	Active
1	13	30	0.4467	9.2195	0	Active
1	13	30	0.4467	9.2195	0	Active
1	12	31	0.6922	9.2195	0	Active
1	12	31	0.6922	9.2195	0	Active
1	11	32	0.5235	9.2195	0	Active
1	11	32	0.5235	9.2195	0	Active
1	10	32	0.5381	9.2195	0	Active
1	10	32	0.5381	9.2195	0	Active
1	9	32	0.5692	9.2195	0	Active
2	N/A	N/A	N/A	5.8310	0	Active
2	35	25	0.6238	5.8310	0	Active
2	36	26	0.9348	5.8310	0	Active
2	36	26	0.9348	5.8310	0	Active
2	37	26	0.6496	5.8310	0	Active
2	37	26	0.6496	5.8310	0	Active
2	37	27	0.5477	5.8310	0	Active
2	37	27	0.5477	5.8310	0	Active
2	37	28	0.5933	5.8310	0	Active
2	37	28	0.5933	5.8310	0	Active
2	38	29	0.6535	5.8310	0	Active
2	38	29	0.6535	5.8310	0	Active
2	39	30	0.7300	5.8310	0	Active
2	39	30	0.7300	5.8310	0	Active
2	39	29	0.5638	5.8310	0	Active
2	39	29	0.5638	5.8310	0	Active
2	38	28	0.2191	5.8310	0	Active
2	38	28	0.2191	5.8310	0	Active
2	37	29	0.2831	5.8310	0	Active
2	37	29	0.2831	5.8310	0	Active
2	38	30	0.4204	5.8310	0	Active
3	N/A	N/A	N/A	8.0623	0	Active
3	25	15	0.1865	8.0623	0	Active
3	25	14	0.6940	8.0623	0	Active
3	25	14	0.6940	8.0623	0	Active
3	24	13	0.7770	8.0623	0	Active
3	24	13	0.7770	8.0623	0	Active
3	23	14	0.5934	8.0623	0	Active
3	23	14	0.5934	8.0623	0	Active
3	22	13	0.6103	8.0623	0	Active
3	22	13	0.6103	8.0623	0	Active
3	21	12	0.7032	8.0623	0	Active
3	21	12	0.7032	8.0623	0	Active
3	20	11	0.6624	8.0623	0	Active
3	20	11	0.6624	8.0623	0	Active
3	20	10	0.5889	8.0623	0	Active
3	20	10	0.5889	8.0623	0	Active
3	20	9	0.6361	8.0623	0	Active
3	20	9	0.6361	8.0623	0	Active
3	20	8	0.5856	8.0623	0	Active
3	20	8	0.5856	8.0623	0	Active
3	21	8	0.4789	8.0623	0	Active
4	N/A	N/A	N/A	5.0990	0	Active
4	25	35	0.5254	5.0990	0	Active
4	26	36	0.8602	5.0990	0	Active
4	26	36	0.8602	5.0990	0	Active
4	27	37	0.6780	5.0990	0	Active
4	27	37	0.6780	5.0990	0	Active
4	28	38	0.6810	5.0990	0	Active
4	28	38	0.6810	5.0990	0	Active
4	29	39	0.6694	5.0990	0	Active
4	29	39	0.6694	5.0990	0	Active
4	29	38	0.6110	5.0990	0	Active
4	29	38	0.6110	5.0990	0	Active
4	29	37	0.4887	5.0990	0	Active
4	29	37	0.4887	5.0990	0	Active
4	29	36	0.5091	5.0990	0	Active
4	29	36	0.5091	5.0990	0	Active
4	29	35	0.3666	5.0990	0	Active
4	29	35	0.3666	5.0990	0	Active
4	29	34	0.6278	5.0990	0	Active
4	29	34	0.6278	5.0990	0	Active
4	30	34	0.5680	5.0990	0	Active
5	N/A	N/A	N/A	6.4031	1	Active
5	20	20	0.4703	6.4031	1	Active
5	21	21	0.7543	6.4031	1	Active
5	21	21	0.7543	6.4031	1	Active
5	22	20	0.6522	6.4031	1	Active
5	22	20	0.6522	6.4031	1	Active
5	22	21	0.5435	6.4031	1	Active
5	22	21	0.5435	6.4031	1	Active
5	22	22	0.4110	6.4031	1	Active
5	22	22	0.4110	6.4031	1	Active
5	21	23	0.4522	6.4031	1	Active
5	21	23	0.4522	6.4031	1	Active
5	21	24	0.6347	6.4031	1	Active
5	21	24	0.6347	6.4031	1	Active
5	22	25	0.5330	6.4031	1	Active
5	22	25	0.5330	6.4031	1	Active
5	23	26	0.6081	6.4031	1	Active
5	23	26	0.6081	6.4031	1	Active
5	23	25	0.4708	6.4031	1	Active
5	23	25	0.4708	6.4031	1	Active
5	24	25	0.3885	6.4031	1	Active
6	N/A	N/A	N/A	6.7082	1	Mature
6	30	30	0.5312	6.7082	1	Mature
6	29	31	0.9133	6.7082	1	Mature
6	29	31	0.9133	6.7082	1	Mature
6	28	30	0.8124	6.7082	1	Mature
6	28	30	0.8124	6.7082	1	Mature
6	27	29	0.6888	6.7082	1	Mature
6	27	29	0.6888	6.7082	1	Mature
6	26	30	0.7271	6.7082	1	Mature
6	26	30	0.7271	6.7082	1	Mature
6	25	29	0.6294	6.7082	1	Mature
6	25	29	0.6294	6.7082	1	Mature
6	24	29	0.7008	6.7082	1	Mature
6	24	29	0.7008	6.7082	1	Mature
6	24	28	0.6201	6.7082	1	Mature
6	24	28	0.6201	6.7082	1	Mature
6	25	28	0.4724	6.7082	1	Mature
6	25	28	0.4724	6.7082	1	Mature
6	24	27	0.1014	6.7082	1	Mature
