VesselID	PositionX	PositionY	VEGFValue	Displacement	AnastomosisCount
1	15	25	0.9303	25.80697580112788	0
1	15	24	0.8619	25.80697580112788	0
1	15	24	0.8619	25.80697580112788	0
1	14	23	0.8639	25.80697580112788	0
1	14	23	0.8639	25.80697580112788	0
1	13	24	0.7216	25.80697580112788	0
1	13	24	0.7216	25.80697580112788	0
1	12	25	0.8060	25.80697580112788	0
1	12	25	0.8060	25.80697580112788	0
1	11	25	0.3868	25.80697580112788	0
1	11	25	0.3868	25.80697580112788	0
1	10	26	0.4413	25.80697580112788	0
1	10	26	0.4413	25.80697580112788	0
1	9	26	0.5902	25.80697580112788	0
1	9	26	0.5902	25.80697580112788	0
1	9	25	0.5441	25.80697580112788	0
1	9	25	0.5441	25.80697580112788	0
1	8	25	0.3691	25.80697580112788	0
1	8	25	0.3691	25.80697580112788	0
1	8	26	0.4809	25.80697580112788	0
1	8	26	0.4809	25.80697580112788	0
1	9	27	0.2784	25.80697580112788	0
1	9	27	0.2784	25.80697580112788	0
1	10	28	0.3819	25.80697580112788	0
1	10	28	0.3819	25.80697580112788	0
1	11	28	0.4830	25.80697580112788	0
1	11	28	0.4830	25.80697580112788	0
1	11	29	0.3722	25.80697580112788	0
1	11	29	0.3722	25.80697580112788	0
1	10	30	0.4172	25.80697580112788	0
1	10	30	0.4172	25.80697580112788	0
1	9	30	0.3737	25.80697580112788	0
1	9	30	0.3737	25.80697580112788	0
1	8	30	0.3479	25.80697580112788	0
1	8	30	0.3479	25.80697580112788	0
1	7	31	0.3802	25.80697580112788	0
1	7	31	0.3802	25.80697580112788	0
1	6	31	0.2667	25.80697580112788	0
1	6	31	0.2667	25.80697580112788	0
1	5	30	0.3456	25.80697580112788	0
1	5	30	0.3456	25.80697580112788	0
1	5	29	0.3222	25.80697580112788	0
1	5	29	0.3222	25.80697580112788	0
1	6	28	0.3233	25.80697580112788	0
1	6	28	0.3233	25.80697580112788	0
1	6	27	0.3030	25.80697580112788	0
1	6	27	0.3030	25.80697580112788	0
1	6	26	0.2581	25.80697580112788	0
1	6	26	0.2581	25.80697580112788	0
1	6	25	0.2253	25.80697580112788	0
1	6	25	0.2253	25.80697580112788	0
1	5	25	0.1646	25.80697580112788	0
1	5	25	0.1646	25.80697580112788	0
1	4	25	0.1669	25.80697580112788	0
1	4	25	0.1669	25.80697580112788	0
1	4	24	0.1536	25.80697580112788	0
1	4	24	0.1536	25.80697580112788	0
1	5	23	0.1588	25.80697580112788	0
1	5	23	0.1588	25.80697580112788	0
1	5	24	0.1271	25.80697580112788	0
1	5	24	0.1271	25.80697580112788	0
1	6	24	0.0596	25.80697580112788	0
1	6	24	0.0596	25.80697580112788	0
1	6	23	0.0445	25.80697580112788	0
1	6	23	0.0445	25.80697580112788	0
1	7	22	0.1748	25.80697580112788	0
1	7	22	0.1748	25.80697580112788	0
1	7	23	0.1466	25.80697580112788	0
1	7	23	0.1466	25.80697580112788	0
1	8	23	0.1206	25.80697580112788	0
1	8	23	0.1206	25.80697580112788	0
1	8	24	0.0667	25.80697580112788	0
1	8	24	0.0667	25.80697580112788	0
1	7	25	0.0778	25.80697580112788	0
1	7	25	0.0778	25.80697580112788	0
1	7	26	0.0038	25.80697580112788	0
1	7	26	0.0038	25.80697580112788	0
1	8	27	0.0385	25.80697580112788	0
1	8	27	0.0385	25.80697580112788	0
1	8	28	0.0184	25.80697580112788	0
1	8	28	0.0184	25.80697580112788	0
1	7	28	0.0859	25.80697580112788	0
1	7	28	0.0859	25.80697580112788	0
1	7	29	0.0415	25.80697580112788	0
1	7	29	0.0415	25.80697580112788	0
1	6	30	0.0456	25.80697580112788	0
1	6	30	0.0456	25.80697580112788	0
1	5	31	0.0464	25.80697580112788	0
1	5	31	0.0464	25.80697580112788	0
1	4	32	0.0968	25.80697580112788	0
1	4	32	0.0968	25.80697580112788	0
1	3	33	0.0557	25.80697580112788	0
1	3	33	0.0557	25.80697580112788	0
1	2	32	0.0851	25.80697580112788	0
1	2	32	0.0851	25.80697580112788	0
1	2	33	0.0682	25.80697580112788	0
1	2	33	0.0682	25.80697580112788	0
1	2	34	0.0702	25.80697580112788	0
1	2	34	0.0702	25.80697580112788	0
1	1	34	0.0618	25.80697580112788	0
1	1	34	0.0618	25.80697580112788	0
1	0	35	0.0703	25.80697580112788	0
1	0	35	0.0703	25.80697580112788	0
1	1	36	0.0602	25.80697580112788	0
1	1	36	0.0602	25.80697580112788	0
1	2	35	0.0409	25.80697580112788	0
1	2	35	0.0409	25.80697580112788	0
1	3	35	0.0442	25.80697580112788	0
1	3	35	0.0442	25.80697580112788	0
1	3	36	0.0282	25.80697580112788	0
1	3	36	0.0282	25.80697580112788	0
1	2	37	0.0339	25.80697580112788	0
1	2	37	0.0339	25.80697580112788	0
1	2	38	0.0489	25.80697580112788	0
1	2	38	0.0489	25.80697580112788	0
1	3	38	0.0405	25.80697580112788	0
1	3	38	0.0405	25.80697580112788	0
1	2	39	0.0285	25.80697580112788	0
1	2	39	0.0285	25.80697580112788	0
1	1	40	0.0456	25.80697580112788	0
1	1	40	0.0456	25.80697580112788	0
1	0	40	0.0357	25.80697580112788	0
1	0	40	0.0357	25.80697580112788	0
1	0	39	0.0204	25.80697580112788	0
1	0	39	0.0204	25.80697580112788	0
1	1	38	0.0212	25.80697580112788	0
1	1	38	0.0212	25.80697580112788	0
1	1	37	0.0123	25.80697580112788	0
1	1	37	0.0123	25.80697580112788	0
1	0	37	0.0264	25.80697580112788	0
1	0	37	0.0264	25.80697580112788	0
1	0	36	0.0020	25.80697580112788	0
1	0	36	0.0020	25.80697580112788	0
1	1	35	0.0020	25.80697580112788	0
1	1	35	0.0020	25.80697580112788	0
1	2	36	0.0101	25.80697580112788	0
1	2	36	0.0101	25.80697580112788	0
1	3	37	0.0092	25.80697580112788	0
1	3	37	0.0092	25.80697580112788	0
1	4	38	0.0212	25.80697580112788	0
1	4	38	0.0212	25.80697580112788	0
1	5	37	0.0223	25.80697580112788	0
1	5	37	0.0223	25.80697580112788	0
1	6	38	0.0240	25.80697580112788	0
1	6	38	0.0240	25.80697580112788	0
1	6	39	0.0187	25.80697580112788	0
1	6	39	0.0187	25.80697580112788	0
1	5	40	0.0214	25.80697580112788	0
1	5	40	0.0214	25.80697580112788	0
1	4	41	0.0170	25.80697580112788	0
1	4	41	0.0170	25.80697580112788	0
1	4	42	0.0174	25.80697580112788	0
1	4	42	0.0174	25.80697580112788	0
1	3	43	0.0159	25.80697580112788	0
1	3	43	0.0159	25.80697580112788	0
1	2	43	0.0166	25.80697580112788	0
1	2	43	0.0166	25.80697580112788	0
1	2	42	0.0145	25.80697580112788	0
1	2	42	0.0145	25.80697580112788	0
1	1	41	0.0100	25.80697580112788	0
1	1	41	0.0100	25.80697580112788	0
1	0	41	0.0018	25.80697580112788	0
1	0	41	0.0018	25.80697580112788	0
1	0	42	0.0016	25.80697580112788	0
1	0	42	0.0016	25.80697580112788	0
1	1	43	0.0079	25.80697580112788	0
1	1	43	0.0079	25.80697580112788	0
1	1	44	0.0029	25.80697580112788	0
1	1	44	0.0029	25.80697580112788	0
1	2	45	0.0125	25.80697580112788	0
1	2	45	0.0125	25.80697580112788	0
1	3	45	0.0082	25.80697580112788	0
1	3	45	0.0082	25.80697580112788	0
1	3	44	0.0058	25.80697580112788	0
1	3	44	0.0058	25.80697580112788	0
1	4	44	0.0042	25.80697580112788	0
1	4	44	0.0042	25.80697580112788	0
1	4	45	0.0057	25.80697580112788	0
1	4	45	0.0057	25.80697580112788	0
1	4	46	0.0060	25.80697580112788	0
1	4	46	0.0060	25.80697580112788	0
1	5	47	0.0054	25.80697580112788	0
1	5	47	0.0054	25.80697580112788	0
1	6	46	0.0087	25.80697580112788	0
1	6	46	0.0087	25.80697580112788	0
1	7	46	0.0046	25.80697580112788	0
1	7	46	0.0046	25.80697580112788	0
1	6	47	0.0037	25.80697580112788	0
1	6	47	0.0037	25.80697580112788	0
1	5	48	0.0058	25.80697580112788	0
1	5	48	0.0058	25.80697580112788	0
1	4	48	0.0064	25.80697580112788	0
1	4	48	0.0064	25.80697580112788	0
1	3	48	0.0064	25.80697580112788	0
1	3	48	0.0064	25.80697580112788	0
1	2	48	0.0055	25.80697580112788	0
1	2	48	0.0055	25.80697580112788	0
1	1	47	0.0055	25.80697580112788	0
1	1	47	0.0055	25.80697580112788	0
1	0	46	0.0046	25.80697580112788	0
2	35	25	0.0410	40.8166632639171	2
2	34	26	0.9450	40.8166632639171	2
2	34	26	0.9450	40.8166632639171	2
2	33	26	0.6705	40.8166632639171	2
2	33	26	0.6705	40.8166632639171	2
2	32	25	0.7626	40.8166632639171	2
2	32	25	0.7626	40.8166632639171	2
2	31	26	0.6997	40.8166632639171	2
2	31	26	0.6997	40.8166632639171	2
2	30	25	0.6880	40.8166632639171	2
2	30	25	0.6880	40.8166632639171	2
2	29	25	0.6045	40.8166632639171	2
2	29	25	0.6045	40.8166632639171	2
2	29	26	0.4538	40.8166632639171	2
2	29	26	0.4538	40.8166632639171	2
2	28	27	0.5553	40.8166632639171	2
2	28	27	0.5553	40.8166632639171	2
2	28	28	0.6280	40.8166632639171	2
2	28	28	0.6280	40.8166632639171	2
2	28	29	0.4307	40.8166632639171	2
2	28	29	0.4307	40.8166632639171	2
2	28	30	0.5589	40.8166632639171	2
2	28	30	0.5589	40.8166632639171	2
2	27	31	0.3124	40.8166632639171	2
2	27	31	0.3124	40.8166632639171	2
2	27	32	0.3894	40.8166632639171	2
3	25	15	0.1088	39.824615503479755	1
3	24	15	0.4924	39.824615503479755	1
3	24	15	0.4924	39.824615503479755	1
3	23	16	0.7063	39.824615503479755	1
3	23	16	0.7063	39.824615503479755	1
3	24	17	0.7564	39.824615503479755	1
3	24	17	0.7564	39.824615503479755	1
3	25	17	0.5715	39.824615503479755	1
3	25	17	0.5715	39.824615503479755	1
