CellID	PositionX	PositionY	ECMValue	VEGFValue	Avg_Position	Displacement	AnastomosisCount
0	N/A	N/A	N/A	N/A	N/A	6.08	0
0	14	25	0.5000	0.5689	N/A	N/A	N/A
0	13	25	0.5000	0.6752	N/A	N/A	N/A
0	12	24	0.5000	0.7161	N/A	N/A	N/A
0	11	25	0.5000	0.9803	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
0	10	24	0.5000	0.9643	N/A	N/A	N/A
0	9	23	0.5000	0.9998	N/A	N/A	N/A
0	9	24	0.5000	0.8656	N/A	N/A	N/A
