CellID	PositionX	PositionY	ECMValue	VEGFValue	Avg_Position	Displacement	AnastomosisCount
0	N/A	N/A	N/A	N/A	N/A	11.70	0
0	15	26	0.5000	0.9432	N/A	N/A	N/A
0	14	27	0.5000	0.9209	N/A	N/A	N/A
0	13	28	0.5000	0.8037	N/A	N/A	N/A
0	12	28	0.5000	0.7837	N/A	N/A	N/A
0	11	29	0.5000	0.9903	N/A	N/A	N/A
0	10	28	0.5000	0.9516	N/A	N/A	N/A
0	9	27	0.5000	0.9688	N/A	N/A	N/A
0	8	26	0.5000	0.7946	N/A	N/A	N/A
0	7	26	0.5000	0.9784	N/A	N/A	N/A
0	6	25	0.5000	0.8299	N/A	N/A	N/A
0	5	24	0.5000	0.9026	N/A	N/A	N/A
0	4	25	0.5000	0.2532	N/A	N/A	N/A
0	4	26	0.5000	0.8807	N/A	N/A	N/A
0	3	26	0.5000	0.8703	N/A	N/A	N/A
0	2	27	0.5000	0.8442	N/A	N/A	N/A
0	2	28	0.5000	0.7516	N/A	N/A	N/A
0	2	29	0.5000	0.6814	N/A	N/A	N/A
0	3	30	0.5000	0.8316	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
0	4	29	0.5000	0.8345	N/A	N/A	N/A
0	5	29	0.5000	0.9895	N/A	N/A	N/A
0	4	28	0.5000	0.8400	N/A	N/A	N/A
